num,clean_id,loja_nome,destino_atual,score_atual,wl,vivino_id_atual,vivino_nome_atual,llm
187,3017389,2018 domaine michel niellon chassagnemontrachet premier cru clos saintjean blanc future arrival,A,0.435,5,1271545,michel menage — chassagnemontrachet premier cru,W|Domaine Michel Niellon|Chassagne-Montrachet Premier Cru Clos Saintjean Blanc|FR|w
188,3018675,2018 domaine sylvain pataille marsannay rose fleur de pinot 2018,A,0.608,4,175276,sylvain pataille — fleur de pinot marsannay rose,W|Domaine Sylvain Pataille|Marsannay Rose Fleur de Pinot|FR|p
189,3640521,2018 dugatpy gevreychambertin cuvee coeur de roy tres vieilles vignes,B,0.410,4,0,,W|Dugat-Py|Gevrey-Chambertin Cuvee Coeur de Roy Tres Vieilles Vignes|FR|r
190,2782079,2018 enzo bianchi gran corte proprietary red,A,0.710,5,1178932,bodegas bianchi — enzo bianchi gran corte,X|Enzo Bianchi|Gran Corte Proprietary Red|IT|??
191,2934704,2018 francois carillon bourgogne chardonnay vieux clos,A,0.518,7,1175877,francois martenot — tastevinage bourgogne chardonnay,W|Francois Carillon|Bourgogne Chardonnay Vieux Clos|FR|w
192,2981847,2018 henri germain bourgogne cote dor blanc,A,0.539,6,1494105,blason de bourgogne — bourgogne cote dor blanc,W|Henri Germain|Bourgogne Cote d'Or Blanc|FR|w
193,1286936,2018 il poggione brunello di montalcino,A,0.827,6,11795,tenuta il poggione — brunello di montalcino,W|Il Poggione|Brunello di Montalcino|IT|r
194,1062454,2018 jeanluc eric burguet gevreychambertin mes favorites vieilles vignes,A,0.789,5,81313,jeanluc eric burguet — mes favorites vieilles vignes gevreychambertin,W|Jeanluc Eric Burguet|Gevrey-Chambertin Mes Favorites Vieilles Vignes|FR|r
195,379659,2018 jeanmarc brocard 1er cru montmains chablis france,A,0.772,6,1190585,jeanmarc brocard — domain saintjacques chablis 1er cru montmains,W|Jean-Marc Brocard|1er Cru Montmains Chablis|FR|w
196,1042910,2018 matthias anton spatburgunder reserve,B,0.438,3,0,,W|Matthias Anton|Spatburgunder Reserve|DE|r
197,2528375,2018 millton libiamo field blend,A,0.780,3,752922,millton — libiamo field blend,W|Millton|Libiamo Field Blend|NZ|r
198,3623892,2018 montes purple angel colchagua valley,A,0.590,5,15052,montes — purple angel,W|Montes|Purple Angel Colchagua Valley|CL|r
199,1594006,2018 opus one,A,0.767,2,290866,opus one — opus one,W|Opus One|Opus One|US|r
200,508279,2018 piero busso barbaresco gallina,A,0.860,6,22017,piero busso — gallina barbaresco,W|Piero Busso|Barbaresco Gallina|IT|r
201,3085196,2018 poggio san polo brunello di montalcino riserva docg tuscany italy,A,0.614,6,1144501,san polo — podernovi brunello di montalcino,W|Poggio San Polo|Brunello di Montalcino Riserva DOCG Tuscany|IT|r
202,3087814,2018 pride mountain vineyards cabernet sauvignon california usa,A,0.618,6,1156573,red mountain — cabernet sauvignon,W|Pride Mountain Vineyards|Cabernet Sauvignon California|US|r
203,3198190,2018 special edition red blend,A,0.570,2,532384,blend — red blend,X|??|Special Edition Red Blend|??|??
204,2069875,2018 suenen la grande vigne pinot meunier extra brut champagne france,A,0.794,7,1258897,suenen — la grande vigne montignysurvesle pinot meunier extra brut champagne,W|Suenen|La Grande Vigne Pinot Meunier Extra Brut Champagne|FR|s
205,2143920,2018 terroir sense fronteres negre montsant spain,A,0.696,4,878330,terroir sense fronteres — negre de montsant,W|Terroir Sense Fronteres|Negre Montsant|ES|r
206,3058108,2018 theo minges goldmuskateller 2018,A,0.525,1,864513,theo minges — goldmuskateller,W|Theo Minges|Goldmuskateller|DE|w
207,1666376,2018 tokaji aszu 5 puttonyos sarga borhaz,A,0.460,4,1552756,tokaji herceg — tokaji aszu 6 puttonyos,W|Sarga Borhaz|Tokaji Aszu 5 Puttonyos|HU|d
208,946424,2018 trois branco,A,0.797,4,1192195,trois — flor de trois branco,W|Trois|Branco|PT|w
209,2045068,2019 balletto vineyards winery block pinot noir,A,0.866,6,21713,balletto vineyards — winery block pinot noir,W|Balletto Vineyards Winery|Block Pinot Noir|US|r
210,2971174,2019 ca di press barolo comune di monforte dalba,A,0.520,4,1458194,ca di press — barolo,W|Ca' di Press|Barolo Comune di Monforte d'Alba|IT|r
211,1810090,2019 chablis domaine william fevre halves,A,0.634,6,1061407,domaine william fevre — chablis,W|Domaine William Fevre|Chablis|FR|w
212,591324,2019 chateau bouscasse,A,0.813,6,383928,chateau bouscasse — menhir,W|Chateau Bouscasse|Chateau Bouscasse|FR|r
213,1323152,2019 chateau canon chaigneau lalande de pomerol,A,0.764,6,797289,chateau chaigneau — lalande de pomerol,W|Chateau Canon Chaigneau|Lalande de Pomerol|FR|r
214,1336202,2019 chateau dissan hautmedoc,A,0.830,4,73150,chateau dissan — le hautmedoc dissan,W|Chateau Dissan|Haut-Medoc|FR|r
215,483421,2019 chateau doisy daene 12 pack,B,0.079,6,0,,W|Chateau Doisy Daene|??|FR|d
216,3534924,2019 chateau palmer,A,0.707,5,525670,chateau palmer — vin blanc de palmer,W|Chateau Palmer|Chateau Palmer|FR|r
217,1335951,2019 chateau rieussec premier cru classe sauternes,A,0.831,7,41562,chateau rieussec — sauternes premier grand cru classe,W|Chateau Rieussec|Premier Cru Classe Sauternes|FR|d
218,1840223,2019 cote rotie magnum la sarrasine domaine de bonserine,A,0.413,5,1349527,cave de la cote — b de la cote bio,W|Domaine de Bonserine|Cote Rotie Magnum La Sarrasine|FR|r
219,194946,2019 cultusboni chianti cetamura,A,0.330,3,1352911,coltibuono — cultusboni chianti,W|Cultusboni|Chianti Cetamura|IT|r
220,1018440,2019 cuvee marieluise blanc de noirs sekt,B,0.310,5,0,,W|??|Cuvée Marieluise Blanc de Noirs Sekt|DE|s
221,1844170,2019 d marioni fields red,A,0.672,5,1404737,dan marioni — fields,X|D Marioni|Fields Red|??|??
222,3628825,2019 david duband echezeaux grand cru,A,0.783,3,170838,david duband — echezeaux grand cru,W|David Duband|Echezeaux Grand Cru|FR|r
223,133840,2019 domaine bitouzetprieur meursault les corbins,A,0.767,5,31021,bitouzetprieur — meursault les corbins,W|Domaine Bitouzet-Prieur|Meursault Les Corbins|FR|w
224,3537093,2019 domaine curry gentlemans cut,A,0.840,5,1478430,domaine curry — gentlemans cut cuvee,X|Domaine Curry|Gentleman's Cut|??|??
225,3648284,2019 domaine faiveley echezeaux grand cru en orveaux,A,0.633,3,68351,faiveley — echezeaux grand cru,W|Domaine Faiveley|Echezeaux Grand Cru En Orveaux|FR|r
226,235116,2019 duckhorn decoy,A,0.492,3,57152,duckhorn — the discussion,W|Duckhorn|Decoy|US|r
227,3663278,2019 e guigal saintjoseph vignes de lhospice,A,0.783,4,13378,e guigal — saintjoseph vignes de lhospice,W|E Guigal|Saint-Joseph Vignes de L'Hospice|FR|r
228,3661665,2019 gros frere et soeur chemin des moines de vergy vdf,A,0.728,3,1102567,domaine gros frere et soeur — chemin des moines de vergy,W|Gros Frere et Soeur|Chemin des Moines de Vergy VDF|FR|r
229,3007565,2019 hacienda monasterio ribera del duero future arrival,A,0.498,4,1629326,hacienda monasterio — picon del barroso,W|Hacienda Monasterio|Ribera del Duero|ES|r
230,1356772,2019 moscato dasti adriano marco e vittorio,A,0.697,6,28245,adriano marco e vittorio — moscato dasti,W|Adriano Marco e Vittorio|Moscato d'Asti|IT|d
231,743723,2019 nervi conterno gattinara,A,0.713,5,188041,nervi — gattinara,W|Nervi Conterno|Gattinara|IT|r
232,3649179,2019 pago de carraovejas ribera del duero,A,0.508,5,44146,pago de carraovejas — reserva,W|Pago de Carraovejas|Ribera del Duero|ES|r
233,601905,2019 passadouro red,A,0.738,5,158143,quinta do passadouro — douro,X|Passadouro|Red|PT|??
234,3555486,2019 penfolds bin 138 gsm,A,0.715,5,620,penfolds — bin 128 shiraz,W|Penfolds|Bin 138 GSM|AU|r
235,3620473,2019 prunotto barbaresco secondine,A,0.775,5,1242872,prunotto — barbaresco secondine,W|Prunotto|Barbaresco Secondine|IT|r
236,950375,2019 quinta das bageiras reserva branco,A,0.847,5,1266859,quinta das bageiras — branco,W|Quinta das Bageiras|Reserva Branco|PT|w
237,821135,2019 rizzi barbaresco docg,A,0.633,4,42584,rizzi — barbaresco,W|Rizzi|Barbaresco DOCG|IT|r
238,1017272,2019 shafer vineyards td9 red,A,0.820,5,813496,shafer — td9,W|Shafer Vineyards|TD9 Red|US|r
239,2905633,2019 tan fruit arterberry maresh oak grove vineyard chardonnay 98 pts,A,0.604,5,1451904,arterberry maresh — tan fruit oak grove vineyard chardonnay,W|Arterberry Maresh|Tan Fruit Oak Grove Vineyard Chardonnay|US|w
240,615288,2019 torbreck runrig shiraz 98 points,A,0.638,5,6519,torbreck — runrig,W|Torbreck|Runrig Shiraz|AU|r
241,2047337,2019 trione flatridge ranch zinfandel ws93js91,A,0.777,4,620080,trione — flatridge ranch zinfandel,W|Trione|Flatridge Ranch Zinfandel|US|r
242,1569547,2019 valentin bianchi new age hvid,A,0.473,3,42715,valentin bianchi — elsa barbera,W|Valentin Bianchi|New Age Hvid|AR|w
243,1853603,2020 angelo gaja idda etna rosso dopsicilien,A,0.464,4,1419455,angelo — primitivo,W|Angelo Gaja|Idda Etna Rosso DOP Sicilien|IT|r
244,866603,2020 beyra grande reserva tinto,A,0.840,5,834216,beyra — grande reserva,W|Beyra|Grande Reserva Tinto|PT|r
245,416326,2020 blanc de noir,B,0,3,0,,W|??|Blanc de Noir|??|s
246,1018678,2020 bruno giacosa barolo,A,0.775,5,1260555,bruno giacosa — barolo,W|Bruno Giacosa|Barolo|IT|r
247,1519354,2020 cantalupo agamium,A,0.797,5,298134,cantalupo — agamium colline novaresi,W|Cantalupo|Agamium|IT|r
248,1026558,2020 castel giocondo brunello di montalcino,B,0.379,3,0,,W|Castel Giocondo|Brunello di Montalcino|IT|r
249,3629904,2020 castello di ama chianti classico gran selezione san lorenzo,A,0.436,5,1211798,castello di strozzavolpe — gran selezione chianti classico,W|Castello di Ama|Chianti Classico Gran Selezione San Lorenzo|IT|r
250,1360123,2020 chateau coutet premier cru classe barsac,A,0.761,6,503278,chateau coutet — sauternes barsac premier grand cru classe,W|Chateau Coutet|Premier Cru Classe Barsac|FR|d
251,989499,2020 chateau hautmaco cotes de bourg future arrival,B,0.170,3,0,,W|Chateau Hautmaco|Cotes de Bourg|FR|r
252,449828,2020 chateau maris le zulu,A,0.860,5,826785,chateau maris — le zulu,W|Chateau Maris|Le Zulu|FR|r
253,502050,2020 chateau rauzan gassies 12 pack,A,0.513,6,87131,chateau gassies — premieres cotes de bordeaux,W|Chateau Rauzan Gassies|??|FR|r
254,409408,2020 clos de leglise maconcharnay france,B,0.327,3,0,,W|Clos de L'Eglise|Macon-Charnay|FR|w
255,1674375,2020 comando g g las iruelas tinto,A,0.800,5,1577432,comando g — las iruelas el tiemblo,W|Comando G|Las Iruelas Tinto|ES|r
256,3192858,2020 david duband grand cru clos de vougeot burgundy france,A,0.710,6,296029,david duband — clos de vougeot grand cru,W|David Duband|Grand Cru Clos de Vougeot Burgundy|FR|r
257,1761447,2020 domaine de lecu ensemble,A,0.747,5,1300519,domaine de lecu — ensemble melon de bourgogne,W|Domaine de L'Ecu|Ensemble|FR|w
258,2069462,2020 domaine de saint pierre arbois savagnin autrement jura france,A,0.610,5,649594,domaine de saint pierre — autrement savagnin,W|Domaine de Saint Pierre|Arbois Savagnin Autrement Jura|FR|w
259,2973750,2020 domaine des croix beaune premier cru les greves rouge,A,0.479,6,1126052,les caves des hautescotes — beaune 1er cru montee rouge,W|Domaine des Croix|Beaune Premier Cru Les Greves Rouge|FR|r
260,1520313,2020 domaine paul pillot saintaubin premier cru le charmois blanc,A,0.502,6,970132,chateau de saintaubin — chassagnemontrachet premier cru les chenevottes blanc,W|Domaine Paul Pillot|Saintaubin Premier Cru Le Charmois Blanc|FR|w
261,3639070,2020 domaine rapet pere et fils pernandvergelesses les belles filles,A,0.660,5,261117,domaine rapet — les belles filles pernandvergelesses,W|Domaine Rapet Pere et Fils|Pernand-Vergelesses Les Belles Filles|FR|w
262,780524,2020 domaine william fevre chablis half bottle,A,0.658,6,1447041,william fevre — i love chablis,W|Domaine William Fevre|Chablis Half Bottle|FR|w
263,451892,2020 georges descombes regnie,A,0.713,5,60960,g descombes — regnie,W|Georges Descombes|Regnie|FR|r
264,2700245,2020 ghislaine barthod chambollemusigny 1er cru aux combottes,A,0.697,4,1360081,ghislaine barthod — chambollemusigny 1er cru les sentiers,W|Ghislaine Barthod|Chambolle-Musigny 1er Cru Aux Combottes|FR|r
265,2279999,2020 jenna chardonnay,A,0.733,4,870929,jenna sparr — chardonnay,W|Jenna|Chardonnay|??|w
266,3664396,2020 jolielaide syrah north coast,A,0.565,5,976901,jolielaide — syrah,W|Jolielaide|Syrah North Coast|US|r
267,1483471,2020 julien prelat les reines brut nature vintage champagne,A,0.740,6,1409642,julien prelat — les reines blanc de blancs champagne,W|Julien Prelat|Les Reines Brut Nature Vintage Champagne|FR|s
268,1229204,2020 la roche bleue jasnieres sec chenin blanc,A,0.744,5,149663,domaine de la roche bleue — jasnieres sec,W|La Roche Bleue|Jasnieres Sec Chenin Blanc|FR|w
269,591664,2020 lioco sonoma county chardonnay,A,0.532,6,1650179,maison sonoma — chardonnay,W|Lioco|Sonoma County Chardonnay|US|w
270,765799,2020 markus molitor zeltinger schlossberg riesling spatlese goldkapsel mosel,A,0.491,6,490717,zeltinger himmelreich — mosel auslese spatlese riesling,W|Markus Molitor|Zeltinger Schlossberg Riesling Spatlese Goldkapsel Mosel|DE|w
271,2697034,2020 mendel malbec lunta,A,0.775,4,55119,mendel — malbec lunta,W|Mendel|Malbec Lunta|AR|r
272,2519915,2020 millton crazy by nature cosmo red,A,0.866,4,42503,millton — crazy by nature cosmo red,W|Millton|Crazy By Nature Cosmo Red|NZ|r
273,1346769,2020 monteversa versacinto,A,0.733,3,165513,monteversa — versacinto rosso,W|Monteversa|Versacinto|IT|r
274,913231,2020 nittardi nectar dei maremma toscana doc,A,0.713,4,182704,nittardi — nectar dei maremma toscana,W|Nittardi|Nectar dei Maremma Toscana DOC|IT|r
275,505273,2020 olivier merlin saint veran en creche,A,0.533,5,1536047,olivier terrier — saint veran,W|Olivier Merlin|Saint-Veran En Creche|FR|w
276,1465085,2020 pamina le mailloche octavin,C2,0.070,2,0,,W|Octavin|Pamina Le Mailloche|FR|w
277,3062261,2020 podere il castellaccio valente toscana 2020,A,0.429,3,316286,podere il castellaccio — valente,W|Podere Il Castellaccio|Valente Toscana|IT|r
278,2679158,2020 st innocent freedom hill vineyard pinot noir,A,0.868,7,87126,st innocent — freedom hill vineyard pinot noir,W|St Innocent|Freedom Hill Vineyard Pinot Noir|US|r
279,781630,2020 tonic chardonnay,A,0.847,5,622687,tonic — chardonnay,W|Tonic|Chardonnay|??|w
280,2134774,2020 weingut rottgerding winninger riesling mosel germany,A,0.495,6,1444147,rottgerding — winninger,W|Weingut Rottgerding|Winninger Riesling Mosel|DE|w
281,992042,2020 wolfson cellars zinfandel,A,0.633,4,1183098,wolfson — zinfandel,W|Wolfson Cellars|Zinfandel|US|r
282,382376,2021 3,D,0,0,0,,X|??|3|??|??
283,3062972,2021 albino rocca barbaresco montersino future arrival,A,0.641,4,631253,albino rocca — barbaresco montersino,W|Albino Rocca|Barbaresco Montersino|IT|r
284,3555297,2021 antoine lienhardt cote de nuits villages les essards,A,0.754,4,373693,antoine lienhardt — cote de nuitsvillages les essards,W|Antoine Lienhardt|Cote de Nuits Villages Les Essards|FR|r
285,3647712,2021 bernard baudry chinon guillot,B,0.408,4,0,,W|Bernard Baudry|Chinon Guillot|FR|r
286,1741486,2021 brezza barolo sarmassa,A,0.775,5,23353,brezza — sarmassa barolo,W|Brezza|Barolo Sarmassa|IT|r
287,1836530,2021 brunello di montalcino poggio di sotto case of 3 ib,A,0.334,2,1299159,poggio vicino — brunello di montalcino,W|Poggio di Sotto|Brunello di Montalcino|IT|r
288,990381,2021 chariot red wine,A,0.797,4,46082,chariot — gypsy red,X|??|Chariot Red Wine|??|??
289,1856821,2021 charles van canneyt corton grand cru,A,0.700,6,1123373,charles van canneyt — gevreychambertin 1er cru les cherbaudes,W|Charles Van Canneyt|Corton Grand Cru|FR|r
290,3623778,2021 chateau boutisse saintemilion grand cru,A,0.433,5,91252,chateau clos saintemilion magnan — saintemilion grand cru,W|Chateau Boutisse|Saint-Emilion Grand Cru|FR|r
291,3633158,2021 chateau cap de faugeres castilloncotes de bordeaux,A,0.655,5,17900,chateau cap de faugeres — castillon cotes de bordeaux,W|Chateau Cap de Faugeres|Castillon Côtes de Bordeaux|FR|r
292,3626239,2021 chateau certan de may pomerol,A,0.767,5,1349093,chateau certan de may — croix de certan pomerol,W|Chateau Certan de May|Pomerol|FR|r
293,3623410,2021 chateau puygueraud blanc francscotes de bordeaux,A,0.607,4,190304,chateau puygueraud — le rose de chateau puygueraud bordeaux,W|Chateau Puygueraud|Blanc Franc Côtes de Bordeaux|FR|w
294,782102,2021 clarence house estate tasmania pinot noir,A,0.781,5,139471,clarence house estate — pinot noir,W|Clarence House Estate|Tasmania Pinot Noir|AU|r
295,4096231,2021 clos ibai garnacha tinto,B,0.245,4,0,,W|Clos Ibai|Garnacha Tinto|ES|r
296,3980332,2021 crozeshermitage chateau saint cosme,A,0.448,3,1447919,cave saint desirat — crozeshermitage,W|Chateau Saint Cosme|Crozes-Hermitage|FR|r
297,862351,2021 didier grappe traminer ouille,A,0.860,6,1214612,didier grappe — traminer ouille,W|Didier Grappe|Traminer Ouillé|FR|w
298,1544213,2021 domaine arlaud clos saintdenis grand cru,A,0.866,6,99086,domaine arlaud — clos saintdenis grand cru,W|Domaine Arlaud|Clos Saint-Denis Grand Cru|FR|r
299,2099062,2021 domaine chapelle des bois fleurie vv de la cadole,A,0.580,5,1736417,la chapelle des bois — beaujolaisvillages,W|Domaine Chapelle des Bois|Fleurie VV de la Cadole|FR|r
300,447385,2021 domaine faiveley gevreychambertin premier cru les cazetiers,A,0.826,3,13834,faiveley — gevreychambertin 1er cru les cazetiers,W|Domaine Faiveley|Gevrey-Chambertin Premier Cru Les Cazetiers|FR|r
301,3555181,2021 domaine follin arbelet aloxe corton 1er cru les vercots,A,0.376,5,528421,moreyblanc — aloxe corton 1er cru les vercots,W|domaine follin arbelet|aloxe corton 1er cru les vercots|FR|r
302,1678198,2021 domaine francois raveneau chablis grand cru valmur,A,0.755,6,77521,raveneau — chablis grand cru valmur,W|domaine francois raveneau|chablis grand cru valmur|FR|w
303,2685480,2021 domaine la pierre ronde meursault premier cru les charmesdessus,A,0.505,5,1232066,pierre girardin — meursault les vireuils,W|domaine la pierre ronde|meursault premier cru les charmesdessus|FR|w
304,3654353,2021 domaine lafouge jean gilles pommard premier cru les chanlins,A,0.769,5,87826,domaine jean gilles lafouge — pommard 1er cru les chanlins,W|domaine lafouge jean gilles|pommard premier cru les chanlins|FR|r
305,3537768,2021 domaine laurent roumier bourgogne hautes cotes de nuits la poirelotte,A,0.862,5,31959,laurent roumier — bourgogne hautes cotes de nuits la poirelotte,W|domaine laurent roumier|bourgogne hautes cotes de nuits la poirelotte|FR|r
306,1335676,2021 domaine paul pillot chassagnemontrachet premier cru la romanee,A,0.469,6,1114180,paul carillon — chassagnemontrachet,W|domaine paul pillot|chassagnemontrachet premier cru la romanee|FR|w
307,3049037,2021 domaine roger belland santenay comme dessus future arrival,B,0.401,5,0,,W|domaine roger belland|santenay comme dessus|FR|r
308,913371,2021 domaine vincent paris saintjoseph les cotes,A,0.771,5,69344,vincent paris — les cotes saintjoseph,W|domaine vincent paris|saintjoseph les cotes|FR|r
309,235417,2021 envinate palo blanco,A,0.855,4,857178,envinate — palo blanco,W|envinate|palo blanco|ES|w
310,888924,2021 fattoria le pupille morellino di scansano docg italian red wine,A,0.704,7,19544,fattoria le pupille — morellino di scansano riserva,W|fattoria le pupille|morellino di scansano docg|IT|r
311,1873784,2021 francois carillon pulignymontrachet premier cru champ gain,B,0.425,4,0,,W|francois carillon|pulignymontrachet premier cru champ gain|FR|w
312,2977022,2021 francois cotat sancerre grande cote,A,0.453,5,1168443,francois crochet — le vallon sancerre,W|francois cotat|sancerre grande cote|FR|w
313,2697555,2021 fratelli alessandria barolo monvigliero di verduno,A,0.767,6,15397,fratelli alessandria — barolo monvigliero,W|fratelli alessandria|barolo monvigliero di verduno|IT|r
314,3203581,2021 fritz haag brauneberger juffer sonnenuhr riesling spatlese mosel germany,A,0.709,4,1175954,fritz haag — brauneberger juffer sonnenuhr riesling kabinett,W|fritz haag|brauneberger juffer sonnenuhr riesling spatlese|DE|w
315,2781631,2021 hill family estate napa valley cabernet sauvignon,A,0.596,5,1116948,mission hill family estate — terroir collection border vista cabernet sauvignon,W|hill family estate|napa valley cabernet sauvignon|US|r
316,1335589,2021 j m boillot pulignymontrachet premier cru champ canet,A,0.629,6,16269,jm boillot — pulignymontrachet premier cru champcanet,W|j m boillot|pulignymontrachet premier cru champ canet|FR|w
317,1544227,2021 jeanmarc millot cote de nuitsvillages aux fauques,A,0.782,5,60634,jeanmarc millot — cote de nuitsvillages aux faulques,W|jeanmarc millot|cote de nuitsvillages aux fauques|FR|r
318,1026397,2021 joseph drouhin gevreychambertin,A,0.583,2,1393287,joseph drouhin — pommard chanlinsbas,W|joseph drouhin|gevreychambertin|FR|r
319,2279748,2021 julien guillot vignes du maynes maconvillages,B,0.448,5,0,,W|julien guillot|vignes du maynes maconvillages|FR|w
320,1632700,2021 le c de calon segur saintestephe,A,0.460,2,1724272,roc de calon — le figuier montagne saintemilion,W|le c de calon segur|saint-estèphe|FR|r
321,1020222,2021 le dix de los vascos cabernet sauvignon,A,0.498,3,12562,los vascos — le dix de los vascos,W|le dix de los vascos|cabernet sauvignon|CL|r
322,1340624,2021 lenton brae cabernet sauvignon,A,0.860,6,125425,lenton brae — cabernet sauvignon,W|lenton brae|cabernet sauvignon|AU|r
323,1524348,2021 maison fang saintaubin premier cru,A,0.588,6,1073509,chateau de saintaubin — chassagnemontrachet premier cru les chenevottes rouge,W|maison fang|saintaubin premier cru|FR|w
324,121886,2021 maison montille pouillyfuisse,C2,0.192,1,0,,W|maison montille|pouillyfuisse|FR|w
325,960544,2021 malhadinha biologico rose,A,0.497,5,734839,malhadinha nova — malhadinha rose,W|malhadinha|biologico rose|PT|p
326,3069331,2021 massolino barolo margheria future arrival,A,0.610,4,18492,massolino — margheria barolo,W|massolino|barolo margheria|IT|r
327,446883,2021 niepoort amigos cool baga one litre,A,0.525,4,1178167,niepoort — smileline nat cool,W|niepoort|amigos cool baga one litre|PT|r
328,958644,2021 niepoort redoma rose,A,0.855,5,60033,niepoort — redoma rose,W|niepoort|redoma rose|PT|p
329,106519,2021 nino negri mazer valtellina superiore docg,A,0.701,4,94077,nino negri — mazer valtellina superiore,W|nino negri|mazer valtellina superiore docg|IT|r
330,633384,2021 oriol artigas el rumbero tinto,A,0.847,4,817998,oriol artigas — el rumbero,W|oriol artigas|el rumbero tinto|ES|r
331,2378922,2021 pierre morey monthelie rouge 1er cru,A,0.498,6,1697467,monthelie benjamin — monthelie 1er cru,W|pierre morey|monthelie rouge 1er cru|FR|r
332,888772,2021 planeta la segreta il rosso sicilia doc italian red wine,A,0.736,6,118033,planeta — la segreta il rosso,W|planeta|la segreta il rosso sicilia doc|IT|r
333,2296116,2021 sean w mcbride rowan vineyard syrah d94we91,A,0.781,7,1733095,sean w mcbride — rowan vineyard syrah,W|sean w mcbride|rowan vineyard syrah|US|r
334,564440,2021 tresor blanc brut bouvetladubay,A,0.612,5,1209354,tresor dautrefois — blanc,W|tresor|blanc brut|FR|s
335,3645644,2021 verget macon charnaylesmacon le clos saintpierre,B,0.385,3,0,,W|verget|macon charnaylesmacon le clos saint pierre|FR|w
336,3069205,2021 vietti barolo lazzarito future arrival,A,0.610,4,17259,vietti — barolo lazzarito,W|vietti|barolo lazzarito|IT|r
337,348872,2021 vinuva nero davola,A,0.750,3,77341,vinuva — organic nero davola,W|vinuva|nero davola|IT|r
338,2171568,2021 weingut velich tiglat chardonnay burgenland austria,A,0.475,6,37340,velich — tiglat,W|weingut velich|tiglat chardonnay|AT|w
339,2523821,2022 15 minute bottles test pots riesling,A,0.673,4,1536643,15 minute bottles — test pots pinot noir,X|15 minute bottles|test pots riesling|??|?
340,3699123,2022 alchemy 6 bottle case,B,0.442,3,0,,X|alchemy|6 bottle case|??|?
341,332102,2022 aurelio settimo langhe nebbiolo,A,0.860,6,62502,aurelio settimo — nebbiolo langhe,W|aurelio settimo|langhe nebbiolo|IT|r
342,1206115,2022 avast chardonnay,A,0.780,6,1195942,hold fast avast — margarita vineyard chardonnay,W|avast|chardonnay|??|w
343,369833,2022 bodega sottano malbec seleccion,A,0.873,6,229739,sottano — reserva de familia 3s malbec,W|bodega sottano|malbec seleccion|AR|r
344,615028,2022 burn cottage pinot noir,A,0.840,5,100108,burn cottage — cashburn pinot noir,W|burn cottage|pinot noir|NZ|r
345,3875552,2022 case corini,C2,0.457,1,0,,X|case|corini|??|?
346,1167360,2022 chateau lafite rothschild premier cru classe pauillac,A,0.835,7,1982,chateau lafite rothschild — pauillac premier grand cru classe,W|chateau lafite rothschild|premier cru classe pauillac|FR|r
347,3010867,2022 chateau lespaultmartillac blanc pessacleognan future arrival,B,0,3,0,,W|chateau lespaultmartillac|blanc pessac-leognan|FR|w
348,1021115,2022 chateau rauzangassies,A,0.733,5,31366,chateau rauzangassies — margaux,W|chateau rauzan-gassies|??|FR|r
349,484195,2022 chateau siran 12 pack,A,0.612,6,28845,chateau siran — margaux,X|chateau siran|12 pack|??|?
350,2619161,2022 chateau valandraud premier grand cru classe b saintemilion grand cru,A,0.868,7,73215,chateau valandraud — saintemilion grand cru premier grand cru classe,W|chateau valandraud|premier grand cru classe b saint-emilion grand cru|FR|r
351,1630156,2022 cossetti barbera dasti la vigna vecchia,A,0.786,3,62911,cossetti — la vigna vecchia barbera dasti,W|cossetti|barbera dasti la vigna vecchia|IT|r
352,268973,2022 coteaux champenois blanc pierre brocard,B,0.354,4,0,,W|coteaux champenois|blanc pierre brocard|FR|s
353,887331,2022 crossing original red,A,0.595,4,1481648,crossing vineyards — le nouveau red,W|crossing|original red|AU|r
354,1026960,2022 deidesheim kalkofen riesling gg,A,0.465,5,1210270,pfarrgut deidesheim — riesling,W|deidesheim|kalkofen riesling gg|DE|w
355,1741109,2022 domaine dupuy de lome bandol rouge,A,0.866,6,107933,domaine dupuy de lome — bandol rouge,W|domaine dupuy de lome|bandol rouge|FR|r
356,931817,2022 domaine gerard duplessis fourchaume chablis premier cru,A,0.593,4,84162,gerard tremblay — chablis premier cru fourchaume,W|domaine gerard duplessis|fourchaume chablis premier cru|FR|w
357,3931360,2022 domaine heitzlochardet armand heitz julienas cru beaujolais,A,0.690,4,1136791,domaine armand heitz — julienas,W|domaine heitzlochardet armand heitz|julienas cru beaujolais|FR|r
358,1675371,2022 domaine heresztynmazzini gevreychambertin premier cru les goulots,A,0.868,6,30635,domaine heresztynmazzini — gevreychambertin premier cru les goulots,W|domaine heresztyn-mazzini|gevreychambertin premier cru les goulots|FR|r
359,310440,2022 domaine heresztynmazzini moreysaintdenis premier cru les millandes future arrival,A,0.653,5,241451,domaine heresztynmazzini — moreysaintdenis premier cru les millandes,W|domaine heresztyn-mazzini|moreysaintdenis premier cru les millandes|FR|r
360,1761480,2022 domaine philippe et vincent jaboulet viognier,B,0.517,6,0,,W|domaine philippe et vincent jaboulet|viognier|FR|w
361,311383,2022 domaine taupenotmerme gevreychambertin future arrival,B,0.169,3,0,,W|domaine taupenot-merme|gevreychambertin|FR|r
362,2700898,2022 domaine vacheron sancerre chambrates,A,0.840,4,426900,domaine vacheron — sancerre chambrates,W|domaine vacheron|sancerre chambrates|FR|w
