W|graham|s quinta dos malvedos vintage port|??|r|??|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1983|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=248
W|grahams|vintage porto|??|f|??|??|??|1983|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto 1|??|f|??|??|??|1983|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|late bottled vintage porto|??|f|??|??|??|1984|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|1984|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|porto vintage|??|f|??|??|??|1985|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1985|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=255
W|grahams|vintage porto|??|f|??|??|??|1985|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage porto 1|??|f|??|??|??|1985|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|1987|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|1987|20|??|encorpado|queijos, sobremesas, chocolate|doce|=259
W|grahams|late bottled vintage porto|??|f|??|??|??|1991|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|1992|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|late bottled vintage porto|??|f|??|??|??|1994|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|porto vintage|??|f|??|??|??|1994|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|single harvest colheita porto|??|f|??|??|??|1994|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|single harvest port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|single harvest tawny port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=270
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=270
W|grahams|vintage port|??|r|??|??|??|1994|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=270
W|grahams|vintage porto|??|f|??|??|??|1994|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|1995|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|1996|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|single harvest colheita|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|single harvest colheita porto|??|f|??|??|??|1997|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|single harvest port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|single harvest tawny port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|single harvest tawny port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=280
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=282
W|grahams|vintage port|??|r|??|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=282
W|grahams|vintage porto|??|f|??|??|??|1997|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|crusted port|??|r|??|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|malvedos vintage porto|??|f|??|??|??|1998|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|1999|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=289
W|grahams|20 anos 4|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 anos 4 tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 anos 45 lts|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 anos porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 anos porto baixa e engarrafado em|??|f|??|??|??|1984|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 anos tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 anos tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 anos tawny porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 anos tawny porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=305
W|grahams|20 anos tawny porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=305
W|grahams|20 anos tawny porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=305
W|grahams|20 ar tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 ars|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 ars|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=310
W|grahams|20 ars tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 ars tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=312
W|grahams|20 ars tawny 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 ars tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 ars tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=315
W|grahams|20 lete tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 tawny port 52 mejor vino del mundo ws|??|r|??|??|??|2025|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year aged tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=320
W|grahams|20 year old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=320
W|grahams|20 year old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=320
W|grahams|20 year old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=320
W|grahams|20 year old tawny bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|grahams|20 year old tawny giant bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=329
W|grahams|20 year old tawny port 020 ltr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port d96js94ws93ws93we90|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
X
W|grahams|20 year old tawny port in tube|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port mini|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=362
W|grahams|20 year old tawny port nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=362
X
X
W|grahams|20 year old tawny port rehoboam bottle|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny port wine|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year old tawny porto oporto portugal|pt|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 year tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=371
W|grahams|20 year tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=371
W|grahams|20 year tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=371
W|grahams|20 year tawny port 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 year tawny port porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 year tawny porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 year tawny porto|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce|=377
W|grahams|20 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=379
W|grahams|20 years|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=379
W|grahams|20 years 30o|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=383
W|grahams|20 years old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=383
W|grahams|20 years old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=383
W|grahams|20 years old tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=383
W|grahams|20 years old tawny 34 ltr w j graham co|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny 45 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=390
W|grahams|20 years old tawny port 075 ltr 20 alc|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny port 45 liter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny port w j graham co|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years old tawny portwein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years tawny 075 20|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years tawny 3 x|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 years tawny porto port|??|f|??|??|??|nv|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|20 yo 02|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 yr tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 yr tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=408
W|grahams|20 yr tawny nv|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20 yr tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|grahams|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=414
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=414
W|grahams|vintage port|??|r|??|??|??|2000|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=414
W|grahams|vintage porto|??|f|??|??|??|2000|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|2001|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|2001|20|??|encorpado|queijos, sobremesas, chocolate|doce|=419
W|grahams|grahams|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|first flight colheita port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|late bottled vintage porto|??|f|??|??|??|2003|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=424
W|grahams|vintage port|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=424
W|grahams|vintage port library release|??|r|??|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage porto|??|f|??|??|??|2003|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|crusted port|??|r|??|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|malvedos vintage porto|??|f|??|??|??|2004|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|2004|20|??|encorpado|queijos, sobremesas, chocolate|doce|=430
W|grahams|grahams|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|grahams|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=432
W|grahams|late bottled vintage porto|??|f|??|??|??|2007|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2007|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=435
W|grahams|vintage porto|??|f|??|??|??|2007|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|late bottled vintage porto|??|f|??|??|??|2008|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|quinta dos malvedos vintage port douro|pt|r|??|douro|douro|2008|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|late bottled vintage porto|??|f|??|??|??|2009|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|2009|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|quinta dos malvedos single quinta vintage|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|quinta dos malvedos single quinta vintage 37|??|r|??|??|??|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|quinta dos malvedos vintage port douro|pt|r|??|douro|douro|2010|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|late bottled vintage porto|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|single harvest colheita porto|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|stones terraces vintage porto|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=448
W|grahams|vintage port|??|r|??|??|??|2011|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=448
W|grahams|vintage porto|??|f|??|??|??|2011|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos vintage porto|??|f|??|??|??|2012|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|quinta dos malvedos|??|r|??|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|quinta dos malvedos vintage port douro|pt|r|??|douro|douro|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|late bottled vintage porto|??|f|??|??|??|2013|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|late bottled vintage porto|??|f|??|??|??|2014|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|late bottled vintage porto|??|f|??|??|??|2015|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|quinta dos malvedos single quinta vintage|??|r|??|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|stones terraces vintage porto|??|f|??|??|??|2015|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|stones terraces vintage porto|??|f|??|??|??|2016|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|the stone terraces vintage port tappit hen|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=462
W|grahams|vintage port|??|r|??|??|??|2016|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=462
W|grahams|vintage porto|??|f|??|??|??|2016|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|late bottled vintage porto|??|f|??|??|??|2017|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|lbv port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|stones terraces vintage porto|??|f|??|??|??|2017|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|grahams|vintage port|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=469
W|grahams|vintage port 15 ltr|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port 20|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port tappit hens 225 ltr|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port wine|??|r|??|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage porto|??|f|??|??|??|2017|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos late bottled vintage porto|??|f|??|??|??|2018|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|quinta dos malvedos vintage port douro|pt|r|??|douro|douro|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|late bottled vintage porto|??|f|??|??|??|2019|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|quinta do vesuvio vintage port|??|r|??|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|bicentenary edition vintage port case of 3|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|late bottled vintage port|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|late bottled vintage porto|??|f|??|??|??|2020|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|vintage port bicentenary edition|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage port bicentenary limited edition|??|r|??|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|vintage porto|??|f|??|??|??|2020|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|stones terraces vintage porto|??|f|??|??|??|2021|20|??|encorpado|queijos, sobremesas, chocolate|doce
W|grahams|malvedos single quinta vintage port|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20y old tawny port|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20yearold tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20years old|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20yo tawny|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|grahams|20yo tawny 37|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
