W|stag's leap|wine cellars cask 23 cabernet sauvignon 2016|gb|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|slv cabernet sauvignon 2017|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|slv cabernet sauvignon 2013|gb|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|slv cabernet sauvignon 2005|us|r|cabernet sauvignon|california|??|2005|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|s l v cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|s l v cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=198
W|stag's leap|s l v cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=198
W|stag's leap|s l v cabernet sauvignon|us|r|cabernet sauvignon|napa valley|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag|s leap slv 6 75 cabernet sauvignon|gb|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|stags|leap sauvignon blanc aveta 23 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|sauvignon blanc|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|petite syrah 2010|??|r|shiraz|??|??|2010|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap petite syrah 2006|us|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap petite syrah|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap petite syrah|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=209
W|stags' leap|petite syrah|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap petite syrah|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=209
W|stag's leap|petite syrah|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|petite sirah napa valley 2020|us|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|stags' leap|petite sirah napa valley 2018|us|r|petite sirah|california|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|stags|leap petite sirah napa|us|r|petite sirah|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|petite sirah 2020|us|r|petite sirah|california|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|petite sirah 2020|us|r|petite sirah|california|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco|=219
W|stags|leap petite sirah 2016|us|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|petite sirah 2010|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|stags|leap petite sirah|us|r|??|california|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|stags' leap|petit sirah 2020|us|r|??|california|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap nv chardonnay 2019|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|ne cede malis reserve 1999|us|r|red blend|california|??|1999|13.5|reserve|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley viognier 2013|us|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|napa valley viognier|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|stags' leap|napa valley sauvignon blanc|us|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stags|leap napa valley petite sirah 2021|us|r|??|california|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
W|stags' leap|napa valley petite sirah 2018|us|r|petite sirah|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap napa valley petite sirah|us|r|petite sirah|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|stags' leap|napa valley merlot 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley merlot 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco|=241
W|stags|leap napa valley merlot 2019|us|r|merlot|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley merlot|us|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley merlot|us|r|merlot|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=244
W|stag's leap|napa valley merlot|us|r|merlot|napa valley|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley chardonnay 2023|us|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap napa valley chardonnay 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap napa valley chardonnay 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=248
W|stags|leap napa valley chardonnay 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=248
W|stag's leap|napa valley chardonnay|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|napa valley chardonnay|us|w|chardonnay|napa valley|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|napa valley chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap napa valley chardonnay|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap napa valley chardonnay|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=254
W|stags' leap|napa valley chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=253
W|stags' leap|napa valley cabernet sauvignon 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap napa valley cabernet sauvignon 2022|us|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley cabernet sauvignon 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco|=257
W|stags' leap|napa valley cabernet sauvignon 2022|us|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco|=257
W|stags|leap napa valley cabernet sauvignon 2021|us|r|cabernet sauvignon|california|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|napa valley cabernet sauvignon 2021|us|r|cabernet sauvignon|california|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap napa valley cabernet sauvignon 2017|us|r|cabernet sauvignon|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap napa valley cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=264
W|stags' leap|napa valley cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=264
X
W|stags|leap napa valley chardonnay 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=248
W|stags|leap napa valley cabernet sauvignon 2022|us|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=258
W|stags|leap napa valley 2020 petite sirah|us|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap napa valley 2020 petite sirah|us|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco|=271
W|stags|leap napa valley 2020 cabernet sauvignon|us|r|cabernet sauvignon wine|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap napa valley 2019 petite sirah|us|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap napa valley 2018 petite sirah|us|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap napa the investor red|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap napa sauvignon blanc|us|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stags|leap napa merlot|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|napa chardonnay|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap napa chardonnay|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|napa cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|stags|leap napa cabernet|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
X
W|stags' leap|merlot napa valley|us|r|merlot|napa valley|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap merlot napa valley|us|r|merlot|napa valley|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag|s leap merlot napa|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap merlot 2017|us|r|merlot|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|merlot 1986|us|r|??|domestic wines|??|1986|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|merlot|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap lot 2 cabernet sauvignon 1977|??|r|??|??|??|1977|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|limited edition reserve napa valley cabernet sauvignon 2019|us|r|??|california|??|2019|13.5|reserve|medio|carne vermelha, massas, queijos|seco
W|stags' leap|limited edition reserve napa valley cabernet sauvignon|us|r|cabernet sauvignon|??|??|NV|13.5|reserve|encorpado|carne vermelha, massas, queijos|seco
X
W|stags|leap limited edition reserve 2019 napa valley cabernet sauvignon|us|r|cabernet sauvignon wine|??|??|2019|13.5|reserve|encorpado|carne vermelha, massas, queijos|seco
X
W|stags' leap|karia napa valley chardonnay 2018|us|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|karia napa valley chardonnay|us|w|??|napa valley|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|karia chardonnay napa valley|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|karia chardonnay 2023|us|w|chardonnay|napa valley|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|'karia' chardonnay 2023|us|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|karia chardonnay 2023|us|w|chardonnay|napa valley|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=301
W|stag's leap|karia chardonnay 2023|us|w|chardonnay|napa valley|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=301
W|stag|s leap karia chardonnay 2022|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|karia chardonnay 2018|nz|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|karia chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap karia chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|karia|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap investor red blend napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|investor red|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap investor red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|investor napa valley red blend|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag|s leap hands of times red blend 2018|nz|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap hands of time red blend napa valley 2018|us|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|hands of time red blend 2018|nz|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|hands of time chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|hands of time chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=317
W|stag's leap|hands of time cabernet sauvignon blend napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag|s leap fay napa valley 2010 usa 94 pts cabernet|us|r|cabernet sauvignon|california|??|2010|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap fay napa cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap fay napa cabernet sauvignon|us|r|cabernet sauvignon|california|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|fay cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|fay cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=323
W|stag's leap|fay cabernet sauvignon 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|fay cabernet sauvignon 2017|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|fay cabernet sauvignon 2016|gb|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|fay cabernet sauvignon 2013|gb|r|cabernet sauvignon|??|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|fay cabernet sauvignon|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
W|stags|leap district solo cabernet sauvignon 2021|us|r|cabernet sauvignon|napa valley|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|chardonnay napa valley 2023|us|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|chardonnay napa valley|us|w|??|napa valley|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay napa valley|us|w|chardonnay|california|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay napa 2023|us|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay karia napa valley 2023|us|w|chardonnay|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay karia 23 2023|us|w|??|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|chardonnay karia 2023|us|w|chardonnay|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay karia|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag|s leap chardonnay karia|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|chardonnay 2023|us|w|chardonnay|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|chardonnay 2023|us|w|chardonnay|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=346
W|stag's leap|chardonnay|us|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag|s leap chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=349
W|stags|leap chardonnay|us|w|chardonnay|california|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags' leap|chardonnay|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=349
W|stags|leap chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=349
W|stag's leap|chardonnay|us|w|chardonnay|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=348
W|stags|leap chardonnay|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco|=349
W|stag's leap|cellars heart of fay cabernet sauvignon 2021|us|r|cabernet sauvignon|california|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cellars heart of fay cabernet sauvignon 2020|us|r|cabernet sauvignon|california|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cellars heart of fay cabernet sauvignon 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cellars heart of fay cabernet sauvignon 2016|us|r|cabernet sauvignon|california|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cellars fay cabernet sauvignon 2018|us|r|cabernet sauvignon|california|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cellars distinguished vineyards rancho chimiles 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cellars aveta sauvignon blanc 2023|us|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap cellar slv cabernet sauvignon 2019|us|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cellar fay cabernet sauvignon 2020|us|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cellar artemis cabernet sauvignon 2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cellar artemis cabernet sauvignon 2020|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=367
W|stags|leap cellar artemis cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|cask 23 napa valley cabernet sauvignon|us|r|??|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cask 23 magnum 1985|us|r|??|california|??|1985|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cask 23 cabernet sauvignon napa valley 2012|us|r|cabernet sauvignon|california|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag|s leap cask 23 cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|cask 23 cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cask 23 cabernet sauvignon napa valley|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cask 23 cabernet sauvignon 2021|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cask 23 cabernet sauvignon 2021|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco|=376
W|stag's leap|cask 23 cabernet sauvignon 2021|it|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco|=376
W|stag's leap|cask 23 cabernet sauvignon 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cask 23 cabernet sauvignon 2019|hu|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cask 23 cabernet sauvignon 2018 rp 97|us|r|??|napa valley|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cask 23 cabernet sauvignon 2017|??|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cask 23 cabernet sauvignon 2006|au|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
W|stag's leap|cabernet sauvignon vintage|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon the leap 2018|us|r|cabernet sauvignon|california|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon the leap|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon reserve ltd 19|us|r|??|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon reserve ltd 19|??|r|??|??|??|NV|13.5|reserve|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cabernet sauvignon pine ridge 2014|??|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stag's leap|cabernet sauvignon napa valley 2019 20|us|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon napa valley 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon napa valley|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cabernet sauvignon napa valley|us|r|??|napa valley|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon napa valley|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=398
W|stag's leap|cabernet sauvignon napa|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
W|stags|leap cabernet sauvignon fay 22 2019|us|r|??|california|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon fay 2014|hu|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon fay 1994|us|r|cabernet sauvignon|california|??|1994|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon cask 23 2017|hu|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon cask 23 2012|us|r|cabernet sauvignon|california|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon audentia napa valley 2015|us|r|cabernet sauvignon|??|??|2015|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon audentia 2019|us|r|cabernet sauvignon|california|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon audentia 2014|us|r|cabernet sauvignon|california|??|2014|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon audentia 2013|us|r|cabernet sauvignon|california|??|2013|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon audentia 2012|us|r|cabernet sauvignon|california|??|2012|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cabernet sauvignon artemis napa valley 2022|us|r|cabernet sauvignon|california|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon artemis napa 2022|us|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cabernet sauvignon artemis engraving whoopsie|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon artemis 2019|hu|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon artemis|us|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cabernet sauvignon artemis|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon 2022|us|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags' leap|cabernet sauvignon 2010|??|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon 11|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=423
W|stags|leap cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=423
W|stags|leap cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=423
W|stags|leap cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=423
W|stags|leap cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=423
W|stags' leap|cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|stag's leap|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|stags|leap cabernet sauvignon|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=423
W|stags' leap|cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=429
W|stags' leap|cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=429
X
X
X
X
X
X
W|stag|s leap aveta sauvignon blanc 2023|hu|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|'aveta' sauvignon blanc 2022|us|w|sauvignon blanc|california|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|stag's leap|aveta sauvignon blanc 2022|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag's leap|aveta sauvignon blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap aveta sauvignon blanc|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stag|s leap aveta sauvignon blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap aveta blanc napa valley|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|stags|leap aveta 2024 napa valley sauvignon blanc|us|w|sauvignon blanc wine|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
