W|langhe|nebbiolo doc la spinetta rivetti|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc burlotto|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc brovia|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc bric cenciurio|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc borgogno rivata|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc benotti rosavica|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc bartolo mascarello|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc baldissero|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc altare|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc altare|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=206
W|langhe|nebbiolo doc altare|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=206
W|langhe|nebbiolo doc 145 vol|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc 145 vol|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=209
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=211
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=211
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=211
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=211
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=211
W|langhe|nebbiolo doc stefano porro|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc selezione giacomo fenocchio wine outlet|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc selezione giacomo fenocchio wine outlet|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=218
W|langhe|nebbiolo doc selezione giacomo fenocchio wine outlet|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=218
W|langhe|nebbiolo doc selezione giacomo fenocchio wine outlet|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=218
W|langhe|nebbiolo doc selezione giacomo fenocchio wine outlet|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=218
W|langhe|nebbiolo doc selezione giacomo fenocchio wine outlet|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=218
W|langhe|nebbiolo doc schiavenza|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc schiavenza|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=224
W|langhe|nebbiolo doc schiavenza|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=224
W|langhe|nebbiolo doc rocca battista|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc podere ruggeri corsini|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc nadia curto|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc nada fiorenzo|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc mirafiore|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc mirafiore|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=231
W|langhe|nebbiolo doc mirafiore|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=231
W|langhe|nebbiolo doc mirafiore|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=231
W|langhe|nebbiolo doc malvira|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc malvira|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=235
W|langhe|nebbiolo doc malvira|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=235
W|langhe|nebbiolo doc malvira|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=235
W|langhe|nebbiolo doc malvira|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=235
W|langhe|nebbiolo doc magnum davide pellizzari|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc magnum davide pellizzari|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=240
W|langhe|nebbiolo doc giuseppe mascarello|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc fratelli revello|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc elio altare|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc e molino|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc davide pellizzari|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc davide pellizzari|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=246
W|langhe|nebbiolo doc davide pellizzari|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=246
W|langhe|nebbiolo doc davide pellizzari|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=246
W|langhe|nebbiolo doc cascina roccalini|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc cascina orizzonte|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc casa e di mirafiore|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc cantina casa e di mirafiore|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc bartolo mascarello|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc ugo lequio|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc rizzi|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc olek bondonio|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc massolino|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc la contrada di sorano|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc classico|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=261
W|langhe|nebbiolo doc fortemasso|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc luigi oddero|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc guido rivella|??|r|nebbiolo|??|??|2018|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc cascina merenda|??|r|nebbiolo|??|??|2013|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc 20|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|1996|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc 1661 boroli|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc 1 magnum ettore germano|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc 0|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc 0|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=272
W|langhe|nebbiolo doc 0|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=272
W|langhe|nebbiolo doc 0|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=272
W|langhe|nebbiolo doc 0|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=272
W|langhe|nebbiolo doc 0|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=272
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=278
W|langhe|nebbiolo disanfrancesco doc roberto voerzio|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo disanfrancesco|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo disanfrancesco azienda agricola roberto voerzio|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo di san francesco roberto voerzio|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo dante rivetti|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo dante rivetti|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=303
W|langhe|nebbiolo dalba occhetti prunotto monteu roero rood|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo coste principiano ferdinando|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo coste doc|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cordero di montezemolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cordero|??|r|nebbiolo|??|??|1997|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo clare|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cigliuti|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ciabot russ doc|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ciabot russ|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ciabot berton|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo chiesa|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo chiara boschis epira figli|??|r|nebbiolo|??|??|2017|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo caviola|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cavallotto mwo|es|s|nebbiolo|cava|??|2023|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langhe|nebbiolo cavallotto|es|s|nebbiolo|cava|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langhe|nebbiolo cascina sciulun magnum in legno|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina sciulun franco conterno|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina sciulun franco conterno|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina sciulun|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina sciulun|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=323
W|langhe|nebbiolo cascina sciulun|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=323
W|langhe|nebbiolo cascina roccalini|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina pennacurrado bricco lago|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina morassino|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina massara|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina fontana|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo cascina chicco|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo capismee|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo campo del pesco giribaldi|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo campo del pesco|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo camilu guido porro|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ca del baio piedmont italy|it|r|nebbiolo|piedmont|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ca del baio|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo ca bianca|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo byrne vini rott vin 6 flaskor|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo burzi|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo brovia italie piemonte rood|it|r|nebbiolo|piemonte|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bricco ravera doc|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bricco ravera pecchenino|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bricco lago doc cascina penna currado|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bricco lage cascina pennacurrado|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bric ginestra|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bric del baio doc ca del baio|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bric del baio doc ca del baio|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=347
W|langhe|nebbiolo brandini 0|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bovio firagnetti|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo botti pecchenino|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo botti pecchenino|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo botti pecchenino|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo botti pecchenino|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bio doc nadia curto|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bava|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo basarin sottimano|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bartome borgogno|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo bartome borgogno|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=358
W|langhe|nebbiolo barbaresco|??|r|nebbiolo|??|??|1987|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo baluma diego conterno|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo baluma|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azelia|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azelia|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo azelia|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo avene|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo avene|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo avene|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=367
W|langhe|nebbiolo autin d madama|??|r|nebbiolo|??|??|2019|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo angelo 37|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo angelo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo angelo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=371
W|langhe|nebbiolo angelo|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=371
W|langhe|nebbiolo angelin angelo negro|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo amphorae doc cascina corte|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo amphorae doc cascina corte|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=375
W|langhe|nebbiolo altare nicholas|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo altare elio|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo altare|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo altare|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo alessandro rivetto|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo alessandria silvio ultima annata|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo aja malabaila|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo a mont paolo conterno 375|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo a mont paolo conterno 375|??|r|nebbiolo|??|??|2020|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo a mont paolo conterno|??|r|nebbiolo|??|??|2023|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo a mont paolo conterno|??|r|nebbiolo|??|??|2021|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo 3 utin ciabot berton|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo 3 utin ciabot berton|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=388
W|langhe|nebbiolo 22 e pira e figli|??|r|nebbiolo|??|??|NV|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo trediberri|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo san barnaba|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo olek bondonio|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo montegrilli elvio cogno|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo gdvajra|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo carlo revello|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=397
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=397
W|langhe|nebbiolo|??|r|nebbiolo|??|??|2024|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco|=397
