W|sicilia|lucido doc prio 2024 donnafugata|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|doc cabernet sauvignon vigna san francesco 2021 tenuta regaleali tasca d almerita|fr|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco|=208
W|sicilia|doc cabernet sauvignon vigna san francesco 2020 tenuta regaleali tasca d almerita|fr|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
W|sicilia|doc cabernet sauvignon vigna san francesco 2020 tenuta regaleali tasca d almerita|fr|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco|=212
W|sicilia|doc bonera 2020 mandrarossa|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco
W|sicilia|doc bonera 2020 mandrarossa|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco|=214
W|sicilia|doc bonera 2020 mandrarossa|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco|=214
W|sicilia|doc bonera 2020 mandrarossa|it|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos|seco|=214
W|sicilia|doc 2023 officina del vento|it|r|grillo|sicilia|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|sicilia|doc 2022 nero d avola catuj|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
W|sicilia|clara sala bianco by mary taylor|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|chardonnay lumiere doc 2020|it|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|chardonnay doc jale 2023 cusumano|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|chardonnay doc jale 2023 cusumano|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=226
W|sicilia|chardonnay doc c eragia 2023 tenuta tascante|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|chardonnay doc c eragia 2023 tenuta tascante|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=228
W|sicilia|chardonnay doc c eragia 2023 tenuta tascante|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=228
W|sicilia|catarratto doc porta del vento 2024 porta del vento|it|f|??|??|??|2024|19.5|??|encorpado|queijos azuis, sobremesas, frutas secas|doce
W|sicilia|catarratto doc porta del vento 2024 porta del vento|it|f|??|??|??|2024|19.5|??|encorpado|queijos azuis, sobremesas, frutas secas|doce|=231
W|sicilia|catarratto doc porta del vento 2024 porta del vento|it|f|??|??|??|2024|19.5|??|encorpado|queijos azuis, sobremesas, frutas secas|doce|=231
W|sicilia|catarratto doc porta del vento 2024 porta del vento|it|f|??|??|??|2024|19.5|??|encorpado|queijos azuis, sobremesas, frutas secas|doce|=231
W|sicilia|catarratto doc miano 2024 castellucci miano|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|catarratto doc miano 2024 castellucci miano|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=235
W|sicilia|catarratto doc beleda 2023 rallo|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|catarratto doc beleda 2023 rallo|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=237
W|sicilia|catarratto doc 12 filari 2024 case alte|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|catarratto doc 12 filari 2024 case alte|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=239
W|sicilia|catarratto doc 12 filari 2024 case alte|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=239
W|sicilia|catarratto doc 12 filari 2024 case alte|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=239
W|sicilia|catarratto doc 12 filari 2024 case alte|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=239
W|sicilia|carricante doc eruzione 1614 2023 planeta tappo stelvin|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|carricante doc eruzione 1614 2023 planeta tappo stelvin|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=244
W|sicilia|carricante doc eruzione 1614 2023 planeta tappo stelvin|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=244
W|sicilia|carricante doc eruzione 1614 2023 planeta tappo stelvin|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=244
W|sicilia|cabernet doc burdese planeta|it|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|sicilia|bianco passito igt moscato dello zucco 2014 cusumano|it|d|??|??|??|2014|8.5|igt|encorpado|sobremesas, queijos azuis, frutas secas|doce
W|sicilia|bianco passito igt moscato dello zucco 2014 cusumano|it|d|??|??|??|2014|8.5|igt|encorpado|sobremesas, queijos azuis, frutas secas|doce|=251
W|sicilia|bianco passito igt moscato dello zucco 2013 cusumano|it|d|??|??|??|2013|8.5|igt|encorpado|sobremesas, queijos azuis, frutas secas|doce
W|sicilia|bianco passito igt moscato dello zucco 2013 cusumano|it|d|??|??|??|2013|8.5|igt|encorpado|sobremesas, queijos azuis, frutas secas|doce|=253
W|sicilia|bianco millesulmare 2021 santa maria la nave|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco millesulmare 2021 santa maria la nave|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=255
W|sicilia|bianco millesulmare 2021 santa maria la nave|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=255
W|sicilia|bianco millesulmare 2021 santa maria la nave|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=255
X
X
X
X
X
W|sicilia|bianco doc vigna di gabri 2024 donnafugata|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc vigna di gabri 2024 donnafugata|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=264
W|sicilia|bianco doc vigna di gabri 2024 donnafugata|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=264
W|sicilia|bianco doc vigna di gabri 2024 donnafugata|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=264
X
X
X
X
W|sicilia|bianco doc urra di mare 2024 magnum mandrarossa cassetta legno|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc urra di mare 2024 magnum mandrarossa cassetta legno|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=272
X
X
W|sicilia|bianco doc la segreta planeta|it|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc la segreta il bianco 2025 planeta tappo a vite|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc la segreta il bianco 2025 planeta tappo a vite|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=277
W|sicilia|bianco doc la segreta il bianco 2025 planeta tappo a vite|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=277
W|sicilia|bianco doc la segreta il bianco 2024 planeta|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc la segreta il bianco 2024 planeta|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=280
X
X
X
X
X
X
X
W|sicilia|bianco doc damarino 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc damarino 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=289
W|sicilia|bianco doc damarino 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=289
W|sicilia|bianco doc damarino 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=289
X
X
X
X
W|sicilia|bianco doc anthilia donnafugata|it|w|??|sicilia|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc anthilia 2025 donnafugata bottiglia leggera|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc anthilia 2025 donnafugata bottiglia leggera|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|sicilia|bianco doc anthilia 2025 donnafugata bottiglia leggera|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|sicilia|bianco doc anthilia 2025 donnafugata bottiglia leggera|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|sicilia|bianco doc anthilia 2025 donnafugata bottiglia leggera|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|sicilia|bianco doc anthilia 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc anthilia 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=303
W|sicilia|bianco doc anthilia 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=303
W|sicilia|bianco doc anthilia 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=303
W|sicilia|bianco doc anthilia 2025 donnafugata|it|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=303
W|sicilia|bianco doc anthilia 2024 donnafugata wine outlet|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc anthilia 2024 donnafugata wine outlet|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=308
W|sicilia|bianco doc anthilia 2024 donnafugata wine outlet|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=308
W|sicilia|bianco doc anthilia 2024 donnafugata wine outlet|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=308
W|sicilia|bianco doc anthilia 2024 donnafugata wine outlet|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=308
W|sicilia|bianco doc 2021 serra ferdinandea|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco doc 2021 serra ferdinandea|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=313
W|sicilia|bianco doc 2021 serra ferdinandea|it|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco|=313
W|sicilia|bianco anthilia doc 2025 donnafugata|it|w|??|sicilia|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicilia|bianco|it|w|carricante|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
X
W|sicilia|ariddu 2024 valdibella|it|r|grillo|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos|seco
W|sicilia|ariddu 2023 valdibella|it|r|grillo|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
X
W|sicile|terre siciliane nero d avola solea 2022 cantina cellaro rouge|it|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
X
W|sicile|sicilia altavilla della corte grillo 2023 firriato blanc|it|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sicile|chardonnay feudo arancio 2024|??|w|chardonnay|sicile|la sicile|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sichel|sauternes 2022|fr|d|semillon|bordeaux|??|2022|8.5|sauternes|encorpado|sobremesas, queijos azuis, frutas secas|doce
W|sichel|sauternes 2022|fr|d|semillon|bordeaux|??|2022|8.5|sauternes|encorpado|sobremesas, queijos azuis, frutas secas|doce|=331
W|sichel|sauternes 2022|fr|d|semillon|bordeaux|??|2022|8.5|sauternes|encorpado|sobremesas, queijos azuis, frutas secas|doce|=331
W|sichel|sauternes 2022|fr|d|semillon|bordeaux|??|2022|8.5|sauternes|encorpado|sobremesas, queijos azuis, frutas secas|doce|=331
W|sichel|sauternes|fr|d|??|bordeaux|??|NV|8.5|sauternes|encorpado|sobremesas, queijos azuis, frutas secas|doce
W|sichel|sauternes|fr|d|??|bordeaux|??|NV|8.5|sauternes|encorpado|sobremesas, queijos azuis, frutas secas|doce|=335
W|sichel|margaux 2023|fr|r|??|bordeaux|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|??|siccagno|us|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|sicalia|pinot grigio|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sic transit|gloria mundi syrah 2020|za|r|shiraz, syrah|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
S
S
S
W|siblingen riesling-sylvaner|classic|de|w|??|??|??|2024|10|??|leve|peixes, frutos do mar, saladas|seco
X
W|sibiliana|'roceno' rosso nerello mascalese 2023 op op|??|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|sibiliana|roceno nero d'avola|??|r|nero d'avola|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|sibiliana|roceno nero d'avola|??|r|nero d'avola|??|??|2023|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=347
X
W|sibiliana|roceno grillo|??|r|grillo|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
W|sibiliana|necoro leggermente appassito rosso|??|d|shiraz|??|??|2023|8.5|passito|encorpado|sobremesas, queijos azuis, frutas secas|doce
W|sibiliana|necoro leggermente appassito rosso|??|d|??|??|??|NV|8.5|passito|encorpado|sobremesas, queijos azuis, frutas secas|doce
W|sibiliana|eughenes etna bianco|??|w|grillo|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sibiliana|eughenes etna bianco|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|sibaris|merlot|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|sibaris|gran reserva merlot|??|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco
W|sibaris|gran reserva chardonnay|??|w|??|??|??|NV|12.5|gran reserva|medio|peixes, frutos do mar, saladas|seco
W|sibaris|gran reserva carmenere|??|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco
W|sibaris|gran reserva carmenere|??|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco|=363
W|??|sibaris gran reserva carmenere|??|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco
W|sibaris|gran reserva carmenere|??|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco|=363
W|sibaris|gran reserva cabernet sauvignon|??|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco
W|sibaris|gran reserva cabernet sauvignon|??|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco|=367
W|sibaris|carmenere gran reserva|cl|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco
W|sibaris|carmenere|cl|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|sibaris|cabernet sauvignon gran reserva|cl|r|??|??|??|NV|13.5|gran reserva|medio|carne vermelha, massas, queijos|seco
W|sibaris|cabernet sauvignon|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|si|tu sais hautes cotes de nuits les champs perdrix 2022|fr|r|??|burgundy|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|si|tu sais cote de nuits-villages en chantemerle 2022|fr|w|??|burgundy|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|si|tu sais bourgogne chardonnay les perrieres 2020|fr|w|??|burgundy|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|si|tu sais bourgogne aligote les vris 2022|fr|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|si|tempranillo|??|r|tempranillo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|si|tempranillo|??|r|tempranillo|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=380
W|si|senorio de iniesta blanc de noir|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|si|senorio de iniesta blanc de noir|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=382
W|si|rose 2018-19-20-21|fr|p|gewurztraminer, pinot gris|vin de france|??|2018|12|??|medio|saladas, carnes brancas, peixes|seco
W|si|rose 18&19&20&21|jp|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
W|si|rose|??|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
S
W|si|macabeo sauvignon blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|si|macabeo sauvignon blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=388
W|si|bobal rose|??|p|??|??|??|2023|12|??|medio|saladas, carnes brancas, peixes|seco
W|si|bobal rose|??|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
W|shypoke|cabernet sauvignon napa 2019|us|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shy pig|sauvignon blanc|au|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|shvo vineyards|sauvignon blanc|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|shut|the gate forager shiraz|au|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
W|shui jing|fang wellbay white spirit china 104pf|us|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
X
X
X
X
S
X
X
X
X
X
X
W|shredded emmental|shredded emmental|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|showdown|'the bird' malbec|us|r|malbec|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|showdown|man with the ax cabernet sauvignon 2023|za|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|showdown|'man with the ax' cabernet sauvignon 2023|gb|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos|seco
W|showdown|man with the ax cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|showdown|man with the ax cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=418
W|showdown|man with the ax cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=418
W|showdown|man with the ax cabernet sauvignon|us|r|cabernet sauvignon|california|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=418
W|showcase ice|wine 23 tri 375|gb|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|shovel|blanc rose oregon|us|p|??|willamette valley|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
X
X
X
X
S
X
X
X
X
X
X
X
X
X
S
X
X
X
X
X
X
X
X
X
X
X
S
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
S
X
W|shotley|vineyard sparkling wine 2023|gb|s|??|suffolk|??|2023|12|??|leve|aperitivos, ostras, canapes|brut
W|shotley|vineyard sparkling wine 2021|gb|s|??|suffolk|??|2021|12|??|leve|aperitivos, ostras, canapes|brut
X
X
W|shotley|sparkling|gb|s|??|??|??|NV|12|??|leve|aperitivos, ostras, canapes|brut
W|shotley|bacchus|gb|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
X
W|??|shotgun|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
W|shotfire|shiraz|de|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shotfire|shiraz|de|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=481
X
W|shotfire|barossa shiraz|au|r|shiraz|barossa valley|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
X
X
X
X
W|shot|the dark cabernet shiraz 2019|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|shot|in the dark south australia shiraz petite sirah|au|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark south australia cabernet sauvignon shiraz|au|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz ps|nz|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah south eastern australia|au|r|blend, shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite syrah|nz|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2022 australia|au|r|shiraz|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2022|nz|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2021 australia|au|r|shiraz|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2021|nz|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2020 australia|au|r|shiraz|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2019 australia|au|r|shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2018 australia|au|r|shiraz|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2018|??|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah 2017 australia|au|r|shiraz|??|??|2017|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite sirah|nz|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petite|nz|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz petit sirah 21 22|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz 2021|nz|r|syrah|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark shiraz|au|r|shiraz|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=522
X
W|shot|in the dark cabernet-shiraz 2021|??|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet shiraz 2021|nz|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet shiraz 2019 fyldig r dvin|??|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet shiraz 2019|??|r|shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet shiraz 2019|??|r|shiraz|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos|seco|=528
W|shot|in the dark cabernet shiraz|nz|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet sauvignon shiraz 2022 australia|au|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet sauvignon shiraz 2022|nz|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet sauvignon shiraz 2021 australia|au|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark cabernet sauvignon shiraz 2018 australia|au|r|cabernet sauvignon|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos|seco
W|shot|in the dark cab shiraz|nz|r|blend|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shot|in the dark cab shiraz|nz|r|blend|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=535
W|shot|in the dark cab shiraz|nz|r|blend|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco|=535
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|shot|cabernet blanc 2022|??|w|??|vin de pays suisse|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
X
X
X
S
X
W|shortwood|rose wine|??|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
W|shortwood|rose 2025|za|p|??|??|??|2025|12|??|medio|saladas, carnes brancas, peixes|seco
W|shortwood|red|za|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shortwood|premium shiraz 0|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
W|shortwood|premium sauvignon blanc 0|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|shortwood|pink moscato 8|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|shortwood|pink moscato 2024|??|p|??|??|??|2024|12|??|medio|saladas, carnes brancas, peixes|seco
W|shortwood|chenin blanc 2025|za|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|shortwood|chardonnay viognier wine|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|short-sleeved|textured jumper|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
X
X
X
X
X
X
W|shorts|white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
X
W|shorts|viti shorts orange-turq|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|shorts|solea bbse630 02-orange|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|shorts|jay rose|??|p|??|??|??|NV|12|??|medio|saladas, carnes brancas, peixes|seco
X
X
X
X
X
X
X
X
W|shorts|deportivos con cintura amplia|??|f|??|??|??|NV|19.5|??|encorpado|queijos azuis, sobremesas, frutas secas|doce
W|shorts|deena lava banda red|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos|seco
X
X
X
X
W|shorts|3-piece sanitized white|??|w|??|??|??|NV|12.5|??|medio|peixes, frutos do mar, saladas|seco
