W|syrah|7even zevenwacht|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|feilerartinger|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco|=258
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|roganto|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|premium|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|decrenisse rood|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco|=275
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco|=275
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco|=275
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco|=275
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco|=275
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco|=275
W|syrah|syrah|??|r|syrah|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco|=275
W|syrah|20162017 igt cusumano sicilien italien|??|r|syrah|??|??|NV|13.5|IGT|encorpado|carnes, massas, queijos|seco
W|syrah|201620152013 wild fermentation|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco|=288
W|syrah|syrah|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco|=288
W|syrah|syrah|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco|=288
W|syrah|20152017|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|organic|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|fattoria le pupille|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco|=295
W|syrah|syrah|??|r|syrah|??|??|2015|13.5|??|encorpado|carnes, massas, queijos|seco|=295
W|syrah|syrah|??|r|syrah|??|??|2014|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|mullineux swartland sydafrika|??|r|syrah|??|??|2014|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2014|13.5|??|encorpado|carnes, massas, queijos|seco|=298
W|syrah|columbia valley|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2013|13.5|??|encorpado|carnes, massas, queijos|seco|=302
W|syrah|tenuta ibidini valle dell acate sicilien italien|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|ste michelle columbia valley washington state usa|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|chalone vineyards monterey californien usa|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2011|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|nostos manousakis winery vatolakkos kreta grkenland|??|r|syrah|??|??|2010|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|calaveras county twisted oak calaveras californien usa|??|r|syrah|??|??|2010|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2009|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2009|13.5|??|encorpado|carnes, massas, queijos|seco|=311
W|syrah|tanner vineyard twisted oak calaveras californien usa|??|r|syrah|??|??|2008|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2008|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2007|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|20062002 syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|domaine costa lazaridi|??|r|syrah|??|??|2006|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2006|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|domaine costa lazaridi|??|r|syrah|??|??|2005|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2005|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2005|13.5|??|encorpado|carnes, massas, queijos|seco|=320
W|syrah|syrah|??|r|syrah|??|??|2004|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2003|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2003|13.5|??|encorpado|carnes, massas, queijos|seco|=323
W|syrah|syrah|??|r|syrah|??|??|1999|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|1997|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|1996|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|1995|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|1992|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|1831 ticino doc|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|1831 ti doc|??|r|syrah|??|??|NV|13.5|DOC|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|NV|16|??|encorpado|carnes, massas, queijos|seco
W|syrah|138|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|120|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|NV|12|??|encorpado|carnes, massas, queijos|seco
W|syrah|1125|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|1064 limited release la bri estate|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|1064 limited release|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|1064 limited release|??|r|syrah|??|??|2022|13.5|??|encorpado|carnes, massas, queijos|seco|=338
W|syrah|1064|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|100 domaine melody vallee du rhone|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|vyber z hroznu barrique premium collection|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|00|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|00|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=343
W|syrah|weingut zeter pfalz|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|2023|13.5|??|encorpado|carnes, massas, queijos|seco|=52
W|syrah|syrah|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco|=161
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
W|syrah|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco|=348
X
W|syrae|trentino rosso igt|??|r|??|??|??|NV|13.5|IGT|medio|carnes, massas, queijos|seco
X
X
X|=362
X
X
X
X
X
X
X
X
X
X
X
X
X
W|syport|vintage premium|??|f|??|??|??|NV|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
W|syport|ruby premium|??|f|??|??|??|NV|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
W|syport|colheita|??|f|??|??|??|NV|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
W|syport|blanc premium|??|f|??|??|??|NV|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
X
X
X
X
X
X|=385
X|=385
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X|=403
X|=403
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X|=422
X
X
X
X
X|=427
X|=427
X|=427
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X|=447
X|=447
X
X
X
X
X
X
X
X
X
W|synthian|wine co the scythians red blend|??|r|red blend|??|??|2022|13.5|??|medio|carnes, massas, queijos|seco
X
W|synthesis|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, aves, saladas|seco
W|synthesis|pinot noir|??|r|pinot noir|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|synthesis|malbec finca sophenia tupungato argentina|??|r|malbec|??|??|2012|13.5|??|encorpado|carnes, massas, queijos|seco
W|synthesis|malbec|??|r|malbec|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|synthesis|cabernet sauvignon napa valley|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|synthesis|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
X
X
X
W|synthesi|aglianico del vulture doc|??|r|??|??|??|2017|13.5|DOC|medio|carnes, massas, queijos|seco
X
X
X
X
X
X
X
X
X
W|synonymous|barossa shiraz gold medal|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
X
X
X
W|synonym|chenin blanc 25|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|synonym|chenin blanc|??|w|??|??|??|2025|12.5|??|medio|peixes, aves, saladas|seco
X
X
X
X|=488
X
X|=490
X
X
X
X
X
X
X
W|synesthesia|blanco agudo moscatel|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
X
X
X
X
X
X
X
X
X
X|=508
X
X
X
X
X
X
X
X
X
W|synerchi|raspberry rosehip|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
S
W|synera|mediterraneo rosado catalunya do|??|p|??|??|??|2024|12.5|??|medio|saladas, peixes, aves|seco
X
X
X
X
X
X
W|syncline|cuvee elena|??|r|??|??|??|2020|13.5|??|medio|carnes, massas, queijos|seco
X
X
X
X
X
W|synastry|syrah oak|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|synastry|sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, aves, saladas|seco
W|synastry|chardonnay oak|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, aves, saladas|seco
W|synastry|chardonnay|??|w|chardonnay|??|??|2025|12.5|??|leve|peixes, aves, saladas|seco
W|synastry|chardonnay|??|w|chardonnay|??|??|2024|12.5|??|leve|peixes, aves, saladas|seco
W|synastry|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|synastria|merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|synain|vdf white|??|w|??|??|??|2022|12.5|??|medio|peixes, aves, saladas|seco
X
W|syna|shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes, massas, queijos|seco
W|syna|shiraz|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes, massas, queijos|seco
W|syn|rouge sparkling shiraz|??|s|shiraz|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|syn|rouge sparkling shiraz|??|s|shiraz|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut|=546
W|syn|rouge sparkling shiraz|??|s|shiraz|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut|=546
W|syn|rouge sparkling shiraz|??|s|shiraz|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut|=546
W|syn|rouge sparkling shiraz|??|s|shiraz|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut|=546
W|syn|cuvee sparkling white leconfield|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|syn|cuvee blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|syn|cuvee blanc|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco|=552
W|syn|chardonnay pinot noir coonawarra|??|w|pinot noir|??|??|NV|12.5|??|encorpado|peixes, aves, saladas|seco
W|syn|chardonnay pinot noir|??|w|pinot noir|??|??|NV|12.5|??|encorpado|peixes, aves, saladas|seco
X
X
W|sympotein|merlot|??|r|merlot|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
X
X
X
X
X
X
X
W|symply|papaya whitening lotion spf|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|symply|papaya whitening lotion spf|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco|=566
X
X
X
X
X
X
X
X
X
X|=576
X
X
X
X
X
X|=582
X
X|=584
X
X
X
X
X
X|=590
X
X
X
X
W|symphorine|blanc des blancs grand cru brut|??|s|??|??|??|2016|12|Grand Cru|leve|aperitivo, frutos do mar, sushi|brut
W|symphony|syrah|??|r|syrah|??|??|2016|13.5|??|encorpado|carnes, massas, queijos|seco
W|symphony|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
X
X
X
X
X
X
W|symphony|cervene igp tempore bio demeter|??|r|??|??|??|2021|13.5|IGP|medio|carnes, massas, queijos|seco
X
X
X
X
W|symphonie|sainte marguerite cotes de provence rose|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|symphonie|sainte marguerite cotes de provence rose|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco|=610
W|symphonie|sainte marguerite aoc wein|??|r|??|??|??|NV|13.5|AOC|medio|carnes, massas, queijos|seco
W|symphonie|rouge alain gayrel igp comte tolosan|??|r|??|??|??|NV|13.5|IGP|medio|carnes, massas, queijos|seco
X
W|symphonie|rose alain gayrel igp comte tolosan|??|p|??|??|??|NV|12.5|IGP|medio|saladas, peixes, aves|seco
W|symphonie|rose|??|p|??|??|??|2025|12.5|??|medio|saladas, peixes, aves|seco
W|symphonie|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|symphonie|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco|=617
W|symphonie|pays doc igp slv domanie lalaurie|??|r|??|??|??|2020|13.5|IGP|medio|carnes, massas, queijos|seco
X
X
W|symphonie|maison sainte marguerite rose|??|p|??|??|??|2022|12.5|??|medio|saladas, peixes, aves|seco
X
W|symphonie|grande reserve domaine bonian languedoc aoc cotes de thongue|??|r|??|??|??|NV|13.5|AOC|medio|carnes, massas, queijos|seco
X
W|symphonie|du rhodan assemblage blanc aoc valais|??|w|??|??|??|NV|12.5|AOC|medio|peixes, aves, saladas|seco
W|symphonie|doux alain gayrel igp comte tolosan|??|r|??|??|??|NV|13.5|IGP|medio|carnes, massas, queijos|seco
W|symphonie|domaine bonian aoc languedoc|??|r|??|??|??|NV|13.5|AOC|medio|carnes, massas, queijos|seco
X
X
X
W|symphonie|de hautpeyraguey sauternes|??|r|??|??|??|2018|13.5|??|medio|carnes, massas, queijos|seco
W|symphonie|de hautpeyraguey sauternes|??|r|??|??|??|2016|13.5|??|medio|carnes, massas, queijos|seco
X
X
X
X
W|symphonie|cotes de provence rose|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
X
W|symphonie|brut millesime|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|symphonie|blanc|??|w|??|??|??|2025|12.5|??|medio|peixes, aves, saladas|seco
X
X
X|=644
X
X
X
W|symphonia|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|symphonia|rose|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco|=649
X
X
X
W|symphonia|prosecco|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|symphonia|prosecco|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut|=654
W|symphonia|pinot trois rose king valley|??|p|??|??|??|2022|12.5|??|medio|saladas, peixes, aves|seco
W|symphonia|pinot trois rose|??|p|??|??|??|2023|12.5|??|medio|saladas, peixes, aves|seco
X
X
X
X
X
W|symphonia|malvazia dry white|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|symphonia|late harvest petit manseng|??|r|??|??|??|2021|13.5|??|medio|carnes, massas, queijos|seco
W|symphonia|cuvee extra brut|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|extra brut
X
X
X
X
X|=669
X|=669
X|=669
X
X
X
X
X
X
X
X
X
X
W|sympathy|funeral flowers to athens greecewhite whisper|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
X
W|sympathy|for the devil vino de la tierra de castilla wines nroses|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|sympathy|for the devil vino de la tierra de castilla|??|r|??|??|??|2023|13.5|??|medio|carnes, massas, queijos|seco
W|sympathy|for the devil vino de la tierra de castilla|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
W|sympathy|for the devil verdejo sauvignon blanc wines n roses|??|p|sauvignon blanc|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
W|sympathy|for the devil sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, aves, saladas|seco
X
W|sympathy|for the devil blanco|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
X
X
X
X
X
X
X
X
X
X|=701
X
X|=703
X
X
X
X
X
X|=709
X
X
W|sympathy|dome wreath roses|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|symkmb|sports soccer shin pad leg support football shinguard for adult teens football thigh knee pads s pbteva carbon fiber black|??|f|??|??|??|NV|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
X
W|symingtons|vintage port douro portugal|pt|f|??|douro|??|1994|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
W|symingtons|quinta do vesuvio vintage port|??|f|??|??|??|2016|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
W|symingtons|quinta do vesuvio vintage port|??|f|??|??|??|1997|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
W|symingtons|quinta do vesuvio vintage port|??|f|??|??|??|1997|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco|=748
X
X
X
X
X
W|symington|pombal do vesuvio douro doc 20182021|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes, massas, queijos|seco
W|symington|pequeno dilema douro branco|pt|w|??|douro|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|symington|pequeno dilema douro branco|pt|w|??|douro|??|NV|12.5|??|medio|peixes, aves, saladas|seco|=756
W|symington|pequeno dilema douro branco|pt|w|??|douro|??|NV|12.5|??|medio|peixes, aves, saladas|seco|=756
W|symington|pequeno dilema branco|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|symington|pequeno dilema branco|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco|=759
X
X
X
W|symington|family estates douro altano branco|pt|w|??|douro|??|NV|12.5|??|medio|peixes, aves, saladas|seco
X
W|symington|family estates altano quinta do ataide reserva|??|r|??|??|??|2021|13.5|Reserva|medio|carnes, massas, queijos|seco
W|symington|family estates altano douro doc tr rd kologisk|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes, massas, queijos|seco
W|symington|family estates altano douro doc dry red organic|pt|r|??|douro|??|NV|13.5|DOC|medio|carnes, massas, queijos|seco
X
W|symington|family vintage port collection delux|??|f|??|??|??|2017|19.5|??|encorpado|foie gras, queijos azuis, sobremesas|seco
X
W|symington|bom malandro vinho tinto|??|r|??|??|??|NV|14|??|medio|carnes, massas, queijos|seco
W|symington|bom malandro vinho branco 125|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
X
W|symington|bom malandro branco|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
X
X
X
X|=778
X
X
X
X|=782
X
X
W|symington|altano douro doc tinto touriga franca blend|pt|r|??|douro|??|2021|13.5|DOC|medio|carnes, massas, queijos|seco
W|symington|altano douro branco|pt|w|??|douro|??|2023|12.5|??|medio|peixes, aves, saladas|seco
W|symington|altano douro branco|pt|w|??|douro|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|symington|altano branco doc|??|w|??|??|??|NV|12.5|DOC|medio|peixes, aves, saladas|seco
W|symington|altano branco douro|pt|w|??|douro|??|2021|12.5|??|medio|peixes, aves, saladas|seco
X
X
X
X
X
X
X
X
X
W|symbolo|grand cuvee|??|r|??|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
X
X
W|symbolica|stud earrings crystal pearl pave horse shoe rose goldtone plated white|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|symbolica|pendant round cut pave horse shoe rose goldtone plated red|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
W|symbolica|pendant pave horse shoe rose goldtone plated white|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
W|symbolica|pendant crystal pearl round cut pave horse shoe rhodium plated white|??|w|??|??|??|NV|12.5|??|medio|peixes, aves, saladas|seco
W|symbolica|drop earrings crystal pearl round cut pave horse shoe rose goldtone plated red|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
W|symbolica|bangle pave horse shoe rose goldtone plated white|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
W|symbol|primitivo|??|r|primitivo|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
X
X
X
X|=815
X
X
X
W|symbiose|white sparkling|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|symbiose|sparkling rose 125|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|symbiose|sparkling brut rose les grands chais de france|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|symbiose|rose premier cru extra brut|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|extra brut
W|symbiose|rose 125|??|p|??|??|??|NV|12.5|??|medio|saladas, peixes, aves|seco
X
X
W|symbiose|fitou syrah grenache|??|r|syrah|??|??|2021|13.5|??|encorpado|carnes, massas, queijos|seco
X
X
W|symbiose|cabernet sauvignon bio rg|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carnes, massas, queijos|seco
W|symbiose|aoc alsace muller koeberle|??|r|??|??|??|2021|13.5|AOC|medio|carnes, massas, queijos|seco
X
X
X
X|=834
X
X
X|=837
X
X|=839
X
X
X
X
X
X
W|sylvoz|prosecco doc treviso le colture brut|??|s|??|??|??|NV|12|DOC|leve|aperitivo, frutos do mar, sushi|brut
X
X
X
X
X
X
W|sylvie|spielmann riesling vieilles vignes blanc|??|w|riesling|??|??|2017|12.5|??|leve|peixes, aves, saladas|seco
W|sylvie|spielmann riesling grand cru kanzlerberg blanc|??|w|riesling|??|??|2017|12.5|Grand Cru|leve|peixes, aves, saladas|seco
W|sylvie|spielmann pinot gris bergheim reserve blanc|??|w|pinot gris|??|??|2014|12.5|??|leve|peixes, aves, saladas|seco
W|sylvie|spielmann pinot blanc reserve|??|w|??|??|??|2011|12.5|??|medio|peixes, aves, saladas|seco
W|sylvie|spielmann pinot blanc bergheim reserve blanc|??|w|??|??|??|2018|12.5|??|medio|peixes, aves, saladas|seco
W|sylvie|spielmann muscat orange|??|w|muscat|??|??|2019|12.5|??|medio|peixes, aves, saladas|seco
X
W|sylvie|moreau carre or champagne|??|s|??|??|??|NV|12|??|leve|aperitivo, frutos do mar, sushi|brut
W|sylvie|bavard bourgogne cote dor chardonnay champ perrier|??|w|chardonnay|??|??|2019|12.5|??|leve|peixes, aves, saladas|seco
X
X
X
X
X
X
X|=868
W|sylvie|augereau pulpes anjou blanc chenin blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, aves, saladas|seco
X
X|=871
X
W|sylvie|augereau anjou blanc pulpes|??|w|??|??|??|2022|12.5|??|medio|peixes, aves, saladas|seco
W|sylvie|augereau anjou blanc pulpes|??|w|??|??|??|2021|12.5|??|medio|peixes, aves, saladas|seco
W|sylvie|augereau anjou blanc pulpes|??|w|??|??|??|2017|12.5|??|medio|peixes, aves, saladas|seco
X
X|=877
X
X
X
W|sylvestra|torrontes|??|r|torrontes|??|??|NV|13.5|??|medio|carnes, massas, queijos|seco
