W|branco|finca rivadavia torrontes varietal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|escorihuela gascon viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|escorihuela gascon viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=229
W|branco|escorihuela gascon viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=229
W|branco|escorihuela gascon viognier|??|w|viognier|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=229
W|branco|escorihuela gascon pequenas producciones chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|escorihuela gascon pequenas producciones chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=233
W|branco|escorihuela gascon gran reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|escorihuela gascon gran reserva chardonnay|??|w|chardonnay|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=235
W|branco|escorihuela gascon gran reserva chandonnay|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|escorihuela gascon gran reserva chandonnay|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco|=237
W|branco|escorihuela familia gascon chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|escolha muros antigos anselmo mendes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|escadas infinitas reserva 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|escadas infinitas 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|escadas infinitas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|escadas infinitas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=243
W|branco|es vino es vino sauvignon blanc argentina 2020|ar|w|sauvignon blanc|mendoza|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ervideira invisivel magnum 1|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ervideira invisivel 2025 alentejo|pt|w|??|alentejo|??|2025|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ervideira invisivel 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eruptio doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eruptio do pico|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|errazuriz collection chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eremitas paulo de tebas 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|eremitas paulo de tebas 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|eremitas antao do deserto 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|eremitas antao do deserto 2020 douro|pt|w|??|douro|??|2020|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|eremitas amon kelia 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|eremitas amon de kelia 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|era dos ventos trebbiano on the rock|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|era chardonnay casa valduga|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|equinocio biologico 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|equinocio bio 2020 alentejo|pt|w|??|alentejo|??|2020|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|equinocio 2017|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|epica sauvignon blanc gf|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|epica sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|envelope|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|entredeuxmers haut tucaou 2018|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|entredeuxmers haut benauge tradition 2020|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|entre ii santos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ensaios soltos pet nat 2021 vinhos verdes|??|s|chardonnay, pinot noir|??|??|2021|13.5|??|leve|aperitivos, frutos do mar, canapes|brut
W|branco|ensaios soltos loureiro e alvarinho 2019 vinhos verdes|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ensaios soltos loureiro cuvee 2024 vinhos verdes|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ensaios soltos alvarinho 2020 vinhos verdes|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|enos van gogh os girassois alvarinho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encruzado vinha dos amores dao|pt|w|??|dao|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|encruzado quinta dos roques|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encruzado quinta dos monteirinhos avo antonio|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encruzado dao doc 2019|pt|w|??|dao|??|2019|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|encostas do trogao 2024|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encostas do minho azal doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encostas do enxoe|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encostas do coa|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encostas de lisboa 2021 regional lisboa|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encostas da arrabida verdelho|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encosta do xisto loureiro colheita selecionada 2021 vinhos verdes|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encosta do xisto escolha vinhos verdes|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encosta do xisto alvarinho colheita selecionada 2018 vinhos verdes|??|w|??|??|??|2018|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encosta do sobral selection 2021 tejo|pt|w|??|tejo|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|encosta do sobral sauvignon blanc 2022 tejo|pt|w|sauvignon blanc|tejo|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|encosta do sobral reserva 2021 tejo|pt|w|??|tejo|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|encosta do sobral grande reserva fernaopires vinhas velhas 2020 tejo|pt|w|??|tejo|??|2020|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|encosta do sobral chardonnay 2022 tejo|pt|w|chardonnay|tejo|??|2022|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|encosta das perdizes reserva doc branco|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|encontro blend|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encontro 1 2017 bairrada|??|w|??|??|??|2017|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|encontro 1|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eminencia loureiro 2015 moncao|??|w|??|??|??|2015|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eminencia loureiro 2010 moncao|??|w|??|??|??|2010|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|emerso herdade do cebolal|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|em lata vinho verde gigantones|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|el principal kine verdejo|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|el payador chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|el marques de los lagos sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|el garbi terra alta 2021 espanha|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|el enemigo chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eiswein gruner veltliner|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eguren ugarte sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eguren ugarte reserva rioja doca|es|w|??|rioja|??|NV|12.5|DOCa|medio|peixes, frutos do mar, saladas|seco
W|branco|eguren ugarte inconfesable verdejo|??|w|verdejo|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eguren sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eguigal cotes du rhone branco|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eguigal cotes du rhone|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|eguigal cotes du rhone|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=311
W|branco|eguigal condrieu|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay septembre bourgogne chardonnay 2023 borgonha franca|??|w|chardonnay|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay saintromain le village 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay pulignymontrachet le village 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay les champlots saintaubin 1er cru 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay grand calcaire petit chablis 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay grand calcaire chablis les preuses grand cru 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay grand calcaire chablis fourchaume 1er cru 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay grand calcaire chablis 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay cortoncharlemagne grand cru 2023 borgonha franca|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|edouard delaunay charmont bourgogne hautescotes de nuits 2022 borgonha franca|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|edda san marzano|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ea cartuxano pixem ate3xdesem juroscomprar|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ea cartuxa reserva 2024no pixno boletoem ate3xdesem juroscomprar|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|ea cartuxa reserva 2024|??|w|??|??|??|2024|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|ea biologico 2021 regional alentejano|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ea bio|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ea 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|ea 0|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|ea 0|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=331
W|branco|ea|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dv chardonnay chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dv catena chardonnay chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dv catena chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dv catena blanco semillonchenin|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duvalley reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|duvalley grande reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|duquesa maria superior 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|duo chardonnay 2019|??|w|chardonnay|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duncan savage white cape blend 2019 western cape africa do sul|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duee bianco di verona igt|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duca di saragnano toscana da uve leggermente appassite bianco 2023|??|w|??|??|??|2023|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duas quintas reserva douro|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|duas quintas reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|duas quintas ramos pinto douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|duas quintas adriano ramos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duas quintas adriano ramos|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=348
W|branco|duas quintas 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|duas quintas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duas quintas|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=351
W|branco|duas margens reserva 2023 douro|pt|w|??|douro|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|duas margens 2013 douro|pt|w|??|douro|??|2013|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|duas dancas colheita selecionada 2020 regional alentejano|??|w|??|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|duas cepas doc 2019|??|w|??|??|??|2019|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dry furmint sauska|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|druida vinha da pedra azul 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|druida reserva encruzado magnum 2023 1 doc dao|pt|w|??|dao|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|druida reserva encruzado dop dao 2021|pt|w|??|dao|??|2021|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|druida reserva encruzado 2023 doc dao|pt|w|??|dao|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|druida encruzado reserva dao 2019|pt|w|??|dao|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|druida encruzado reserva 2023 dao|pt|w|??|dao|??|2023|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|druida encruzado reserva 2022 dao|pt|w|??|dao|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|druida encruzado reserva 2021|??|w|??|??|??|2021|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dracula castellum tamaioasa romaneasca doc|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen wehlener sonnenuhr riesling gg reserve 2019 mosel alemanha|??|w|riesling|??|??|2019|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dr loosen urziger wurzgarten unterst pichter riesling seco gg reserva 2019 mosel alemanha|??|w|riesling|??|??|2019|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dr loosen riesling dry mosel|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen red slate riesling seco 2024 mosel alemanha|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen graacher riesling seco 2022 mosel alemanha|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen graacher himmelreich riesling tradition 2021 mosel alemanha|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen graacher domprobst riesling seco gg 2021 mosel alemanha|??|w|riesling|??|??|2021|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen erdener treppchen riesling spatlese 2020 mosel alemanha|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen erdener treppchen riesling kabinett 2022 mosel alemanha|??|w|riesling|??|??|2022|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen erdener treppchen riesling auslese 2020 mosel alemanha|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen erdener pralat riesling seco gg reserva 2019 mosel alemanha|??|w|riesling|??|??|2019|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dr loosen erdener pralat riesling seco gg reserva 2017 mosel alemanha|??|w|riesling|??|??|2017|10.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dr loosen erdener pralat riesling auslese goldkapsel 2022 mosel alemanha|??|w|riesling|??|??|2022|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|dr loosen erdener pralat riesling auslese goldkapsel 2020 mosel alemanha|??|w|riesling|??|??|2020|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|dr loosen blue slate riesling seco 2024 mosel alemanha|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr loosen blue slate riesling kabinett 2024 mosel alemanha|??|w|riesling|??|??|2024|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr lo riesling sem alcool mosel alemanha|??|w|riesling|??|??|NV|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr l riesling seco 2025 mosel alemanha|??|w|riesling|??|??|2025|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dr l riesling seco 2023 mosel alemanha|??|w|riesling|??|??|2023|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dourocaves reserva 2022 douro|pt|w|??|douro|??|2022|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|douro xisto preto doc|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro vinha grande|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|douro vila real reserva|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|douro vila real premium|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro vila real|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro tavedo|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro sete patamares|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro quinta da pedra alta|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro qta vacaria oh pires|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro qta vacaria ah galego|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro puzzle sauvignon blanc|pt|w|sauvignon blanc|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro pd reserva|pt|w|??|douro|??|NV|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|douro montes ermos|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro lacrau field blend|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro fonte de perdiz|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro doc mac macanita viosinho|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro descobre|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro cedro do noval|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro cachao|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|douro antonia adelaide ferreira|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|doudet naudin vin de france chardonnay 2022|??|w|chardonnay|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|double terroir chardonnay valmarino|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dote simplesmente batonnage douro|pt|w|??|douro|??|NV|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dote simplesmente batonnage 2021 douro|pt|w|??|douro|??|2021|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dos amigos bag in box|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dos amigos bag in box|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco|=411
W|branco|dory colheita 2024 lisboa|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doravante magnum 2022 1 bairrada|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doravante 2022 bairrada|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|doravante 2021|??|w|??|??|??|2021|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dorado chardonnay 2020|??|w|chardonnay|??|??|2020|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|donnhoff roxheimer hollenpfad riesling trocken erste lage 2020 alemanha|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|donnhoff oberhauser brucke riesling auslese goldkapsel 2019 alemanha|??|w|riesling|??|??|2019|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|donnhoff niederhauser hermannshohle riesling spatlese 2018 alemanha|??|w|riesling|??|??|2018|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|donnhoff niederhauser hermannshohle riesling auslese goldkapsel 2020 37 alemanha|??|w|riesling|??|??|2020|10.5|??|medio|peixes, frutos do mar, saladas|seco
W|branco|donnhoff kreuznacher krotenpfuhl riesling gg 2020 alemanha|??|w|riesling|??|??|2020|10.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona sylvia grande reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dona paula los cardos dulce sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona paula estate chardonnay|??|w|chardonnay|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona paterna loureiro 2022 moncao e melgaco|??|w|??|??|??|2022|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona paterna alvarinho trajadura 2024 moncao e melgaco|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona paterna alvarinho 2024 moncao e melgaco|??|w|??|??|??|2024|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona natercia loureiro|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona natercia alvarinho reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dona matilde reserva 2019 douro|pt|w|??|douro|??|2019|12.5|DOC|medio|peixes, frutos do mar, saladas|seco
W|branco|dona matilde reserva|??|w|??|??|??|NV|12.5|Reserva|medio|peixes, frutos do mar, saladas|seco
W|branco|dona matilde 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dona matilde|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona maria viognier alentejo|pt|w|viognier|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|dona maria viognier 2021 alentejo|pt|w|viognier|alentejo|??|2021|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|dona maria amantis reserva viognier 2023 alentejo|pt|w|viognier|alentejo|??|2023|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|dona maria amantis reserva 2024 alentejo|pt|w|??|alentejo|??|2024|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|dona maria amantis reserva 2023 alentejo|pt|w|??|alentejo|??|2023|12.5|DO|medio|peixes, frutos do mar, saladas|seco
W|branco|dona maria alentejo|pt|w|??|alentejo|??|NV|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|dona maria 2022 alentejo|pt|w|??|alentejo|??|2022|12.5|DO|leve|peixes, frutos do mar, saladas|seco
W|branco|dona maria|??|w|??|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
W|branco|dona francisca 2024 douro|pt|w|??|douro|??|2024|12.5|DOC|leve|peixes, frutos do mar, saladas|seco
W|branco|dona ermelinda sauvignon blanc|??|w|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, saladas|seco
