W|gewurztraminer|hospices|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|qba|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|qba halbtrocken|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|qba sekt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gewurztraminer|qvevri|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rangen de thann clossainturbain grand cru|??|w|??|??|??|2015|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rangen de thann clossainturbain grand cru|??|w|??|??|??|2017|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rangen de thann clossainturbain grand cru|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rangen de thann clossainturbain grand cru|??|w|??|??|??|2019|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rangen de thann clossainturbain grand cru|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|renard|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rennersistas bio demeter pomaranczowe burgenland austria|at|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=244
W|gewurztraminer|reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=244
W|gewurztraminer|reserve|??|w|??|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve cave de turckheim|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve hunawihr|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco|=252
W|gewurztraminer|reserve cave de turckheim 135|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve domaine meyerfonne|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=257
W|gewurztraminer|reserve bio fernard engel|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve gustave lorentz|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve albert boxler frankrijk elzas wit|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve albert boxler frankrijk elzas wit|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve alsace aoc gisselbrecht|fr|w|??|??|??|2022|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve alsace aoc|fr|w|??|??|??|2023|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve alsace aoc cave vinicole de hunawihr|fr|w|??|??|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve cave de hunawihr|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve cave de hunawihr|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve domaine marcel hugg|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve markus schneider|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve mittelbergheim aoc|??|w|??|??|??|nv|12.5|aoc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve particuliere a seltz|??|w|??|??|??|1990|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve particuliere|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve particuliere henri ehrhart|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve personnelle|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve trimbach|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|reserve vin dalsace|fr|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rheinhessen trocken dr fischer hofstatter|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|ried kranachberg reserve|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|ried wielitschberg 1stk sudsteiermark dac|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riesling weingut am kaiserbaum|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riesling fruchtig|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riesling loss trocken bio|??|w|riesling|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riesling loss trocken bio|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riesling trocken schneider|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riserva rutter altoadigesudtirol doc pfitscher|??|w|??|??|??|2019|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riserva rutter tenuta pfitscher|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riserva rutter pfitscher|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riserva rutter doc eintel weingut pfitscher montan sudtirol|??|w|??|??|??|2016|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|riserva vigna rutter pfitscher|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|roche calcaire|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|roche calcaire|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|roche calcaire|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|roche roulee domaine zindhumbrecht blanc|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|roche roullee indice 1|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|roemerberg michel fonne|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rohrer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rosenberg|??|p|??|??|??|2022|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gewurztraminer|rotenburg domaine edmond rentz blanc|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rotenburg domaine edmond rentz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|rotenburg edmont rentz 6|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sables galets cave de turckheim|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|san michele appiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|san michele appiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=306
W|gewurztraminer|san michele appiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=306
W|gewurztraminer|san michele appiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=306
W|gewurztraminer|san paolo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|san paolo|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=310
W|gewurztraminer|san valentin doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|san valentin doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=312
W|gewurztraminer|sanct valentin|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=314
W|gewurztraminer|sanct valentin st michael eppan|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin st michael eppan|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin st michael eppan|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin alto adige|it|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin alto adige doc|it|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin alto adige doc|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin alto adige doc san michele appiano|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin alto adige doc st michael eppan|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin san michele appiano|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin st michael eppan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanct valentin st michael eppan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=325
W|gewurztraminer|sanct valentin stmichael eppan|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sanctum|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sandbichler h lun|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sauvage blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|schaeffer woerly kologisk|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|schaffhausen selection|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|schaller|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|schaller|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=333
W|gewurztraminer|schlossberg domaine weinbach|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|schlossreben medaille dor gilbert et gaillard alsace wine semydry|fr|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|schlossreben medaille dor gilbert et gaillard vin dalsace demi sec|fr|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sec|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sec|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|seco|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|seigneurs de ribeaupierre|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|seigneurs de ribeaupierre|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|seilection de grains nobles|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sekt trocken|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gewurztraminer|sekt trocken|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco|=344
W|gewurztraminer|sekt trocken aromatisch edel pfalz|de|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gewurztraminer|select castellamare|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|select de grains nobles 37 dom hugel fils|??|w|??|??|??|2002|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|select de grains nobles 37 dom hugel fils|??|w|??|??|??|2005|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|select de grains nobles dom hugel fils|??|w|??|??|??|2005|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=351
W|gewurztraminer|selection|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=354
W|gewurztraminer|selection de grains nobles|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=356
W|gewurztraminer|selection de grains nobles|??|w|??|??|??|1989|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles edmond rentz|??|w|??|??|??|1998|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles domaine rolly gassmann|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles rene fleck et fille blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles cuvee anne|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles famille hugel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles ribeauville|??|w|??|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection de grains nobles wolfberger|??|w|??|??|??|2005|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selection villa vinea|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida astucciato tramin|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida tramin|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida tramin|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=370
W|gewurztraminer|selida tramin alto adige doc|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida tramin|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida tramin astucciato|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida tramin|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=374
W|gewurztraminer|selida tramin|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida cantina tramin|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida cantina tramin|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida doc kellerei tramin|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida doc tramin|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|selida doc tramin|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco|=382
W|gewurztraminer|selle ronche cantina la salute veneto italien|it|w|??|??|??|2014|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|semicolonprg|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|single barrel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|single barrel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=386
W|gewurztraminer|single vineyard|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|smicappiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|smicappiano|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=389
W|gewurztraminer|soixantecinq gewurztraminer|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sonnenglanz|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sonnenglanz grand cru|??|w|??|??|??|2012|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sonnenglanz grand cru|??|w|??|??|??|2012|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco|=393
W|gewurztraminer|sonnenglanz grand cru|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sophie|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sophie schaal alsace france|fr|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=398
W|gewurztraminer|spatlese|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=398
W|gewurztraminer|spatlese|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=398
W|gewurztraminer|spatlese|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=398
W|gewurztraminer|spatlese|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=398
W|gewurztraminer|spatlese|??|w|??|??|??|2015|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese ab 4 april der rosig aromatische|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese auslese frei haus im paket|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gewurztraminer|spatlese baden|de|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese bergdoltreif nett|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese linticlarus doc|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese qba spindler|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese su|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese su|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=414
W|gewurztraminer|spatlese trocken|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese weingut friedrich becker duitsland pfalz wit|de|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|spatlese zellertal|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|special late harvest|??|d|??|??|??|2025|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gewurztraminer|sporen dopff c6|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|st michael eppan|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|st michael eppan|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|standing stone vineyards|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stegreben de rorschwihr rolly gassmann|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stein eugene meyer|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|steinert grand cru|??|w|??|??|??|nv|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|steingrubler domaine albert mann|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|steingrubler grand cru|??|w|??|??|??|2018|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|steingrubler grand cru|??|w|??|??|??|2020|12.5|grand cru|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stelvin tramin alto adige doc|it|w|??|??|??|2019|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass pfitscher|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass alto adigesudtirol doc pfitscher|it|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass pfitscher|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass alto adigesudtirol doc pfitscher|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass pfitscher|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass alto adige doc pfitscher|it|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|stoass doc pfitscher|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|su reif ausdrucksstark|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|su wurzig prazise|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sud tirol doc alois lageder|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudafrica bersig|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol alto adige doc blumenfeld|it|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol alto adige doc|it|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol alto adige doc san michele appiano|it|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol alto adige doc sanct valentin|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol doc konrad oberhofer|??|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol doc praepositus0|??|w|??|??|??|2023|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol doc classica0|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol doc concerto grosso|??|w|??|??|??|2024|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol doc konrad oberhofer|??|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirol vinschgau doc|??|w|??|??|??|2022|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirolalto adige kellerei bozen|it|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtiroler doc|??|w|??|??|??|2019|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sudtirolo alto adige bianco doc kellerei kaltern 14vol|it|w|??|??|??|nv|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|superiore|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|superiore|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|svizzera italiana igt fumagalli bio|it|w|??|??|??|2024|12.5|igt|medio|peixes, frutos do mar, saladas|seco
W|gewurztraminer|sylvain hertzog cuvee sainte cecile|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
