W|pinot grigio|doc rivoli cantina roeno|??|w|pinot grigio|??|??|NV|??|??|??|??|??
W|pinot grigio|corte majoli|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cormons|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cormons|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|controcorrente de vigili|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|conte lucio doc ramato 2013|??|w|pinot grigio|??|??|2013|??|??|??|??|??
W|pinot grigio|conte lucio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|concilio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|concilio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colterenzio 2025alto adige doc offerta|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colterenzio 2025 alto adige doc|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|colterenzio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colterenzio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colmello di grotta|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio miklus draga|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio livon sv 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|collio klanjscek|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio doc silente buzzinelli|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio doc schiopetto|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio doc ronco dei tassi|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio doc mongris marco felluga|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio doc branko|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio doc bottega 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|collio doc 2024 rocciaponca 1300 0|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|collio doc 2024 corte della contea|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|collio doc 2021|??|w|pinot grigio|??|??|2021|??|??|??|??|??|=62
W|pinot grigio|collio doc 2020|??|w|pinot grigio|??|??|2020|??|??|??|??|??|=64
W|pinot grigio|collio doc 2020|??|w|pinot grigio|??|??|2020|??|??|??|??|??|=64
W|pinot grigio|collio doc 2019 draga|??|w|pinot grigio|??|??|2019|??|??|??|??|??|=67
W|pinot grigio|collio doc 2019 doro princic|??|w|pinot grigio|??|??|2019|??|??|??|??|??|=67
W|pinot grigio|collio doc 2019|??|w|pinot grigio|??|??|2019|??|??|??|??|??|=67
W|pinot grigio|collio doc 2018 14 vol|??|w|pinot grigio|??|??|2018|??|??|??|??|??
W|pinot grigio|collio doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio damijan podversic|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio cormons 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|collio colle duga|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio bianco friuli doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio 750|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio 2019|??|w|pinot grigio|??|??|2019|??|??|??|??|??|=67
W|pinot grigio|collio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|collio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colline teatine abruzzo igt|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colli orientali doc vigna lenuzza|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colli orientali doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colli orientali doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colli orientali doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colli orientali del friuli dop 2021 bastianich|??|w|pinot grigio|??|??|2021|??|??|??|??|??|=62
W|pinot grigio|colli orientali del friuli doc pipinot gori|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colli orientali 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|colle duga|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|colbaje la tunella friuli colli orientali doc friuli venezia giulia|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|col dorcia|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|classico|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|classic tramin 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|cielo 0187|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|castel sallegg 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|castel ringberg elena walch|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|castel ringberg|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|castel ringberg|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|castel firmian mezzacorona trentino italy 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|castel firmian 12 mezzacorona 2021|??|w|pinot grigio|??|??|2021|??|??|??|??|??|=62
W|pinot grigio|castel del lupo della ginestra organic|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|castel del lago 2021 riolite vini italienischer weiwein|??|w|pinot grigio|??|??|2021|??|??|??|??|??|=62
W|pinot grigio|castel del lago|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|casa montal italy|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|casa lunardi 12 0|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|carlo lenotti venezie doc 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|cara amica|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|capitolo 44 pasqua|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantine friuli grave le monde|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantina trevigiana|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantina tramin|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantina terlano|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantina mizzon|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantina disera trentino doc 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|cantina delibori garda doc 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|cantina danese|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantina bolzano|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|cantina andriano|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|canaletto|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|campo bianco 2016 villa tavernacolo|??|w|pinot grigio|??|??|2016|??|??|??|??|??
W|pinot grigio|calusari 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|calusari 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|cabert|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|ca tullio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|ca del lago veneto italy|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|ca de rocchi|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|by tenuta civranetta fidora|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|brume di monte|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|brulant les cretes|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|brulant les cretes|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|branko|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|brandolini|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|botter 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|botter 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|bottega vinai 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|bottega vinai|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|borok kostolocsomagban gold|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|borok kostolocsomagban|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|borgo savaian|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|borgo conventi|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|borgo conventi|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|boira igt cantine volpi|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|boira 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|blush vegan rose la jara 2024 italie veneto rose|??|p|pinot grigio, rose|??|??|2024|??|??|??|??|??
W|pinot grigio|blush vegan rose la jara 2023 italie veneto rose|??|p|pinot grigio, rose|??|??|2023|??|??|??|??|??|=16
W|pinot grigio|blush vaja igt|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush rose|??|p|pinot grigio, rose|??|??|NV|??|??|??|??|??
W|pinot grigio|blush matazin|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush lamberti rose|??|p|pinot grigio, rose|??|??|NV|??|??|??|??|??|=380
W|pinot grigio|blush la delfina|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush igt monteforte|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush doc rose|??|p|pinot grigio, rose|??|??|NV|??|??|??|??|??|=380
W|pinot grigio|blush delle venezie doc 2024 podere dei sogni|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|blush colline teatine igt|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush cadel lago pavia italy|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush alpino cantina de garda italy|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush 24 il sospiro|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush 2025|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|blush 2024 cantine pirovano|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|blush 2023 cantina castelnuovo|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|blush 1967 torri cantine|??|w|pinot grigio|??|??|1967|??|??|??|??|??
W|pinot grigio|blush|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|blush|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|biologico villa teresa doc delle venezie 2021|??|w|pinot grigio|??|??|2021|??|??|??|??|??|=62
W|pinot grigio|biologico villa teresa doc delle venezie|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|biologico 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|bio 2023 botter oggi|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|bianca villa de varda|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|bellia guerrino 2005|??|w|pinot grigio|??|??|2005|??|??|??|??|??
W|pinot grigio|bella modella la farfalla|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|bella modella colline teatine igt abruzzo|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|bastianich|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|bastianich|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|barone montalto sicily italy 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|bahnhofliwinzerhaus venezia doc borgo molino|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|baci al sole sartori|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|azienda agricola grappolo italy|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|aurosia romagna rubico italie|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|attems ramato|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|attems ramato|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|attems|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|attems|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|arnaces|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|armonico|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|arcole desmonta italien 2021|??|w|pinot grigio|??|??|2021|??|??|??|??|??|=62
W|pinot grigio|antonutti|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|antonutti|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|antiche terre 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|antica vigna 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|angoris collio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|angoris collio|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|anger|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|ancora 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|amphora corte quaiara|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|amphora bio doc venezia fidora|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|amori|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|amori|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|amanti 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|amanti|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alturis friuli igt friuli venezia giulia|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alturis|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|altoadige doc 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|altoadige doc 2020|??|w|pinot grigio|??|??|2020|??|??|??|??|??|=64
W|pinot grigio|alto adige sanct valentin doc 2023 san michele appiano|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|alto adige san pietro 2022|??|w|pinot grigio|??|??|2022|??|??|??|??|??|=12
W|pinot grigio|alto adige san pietro 2020|??|w|pinot grigio|??|??|2020|??|??|??|??|??|=64
W|pinot grigio|alto adige san pietro|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc unterebner tramin|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc tramin 2025|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|alto adige doc tramin|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc ritterhof|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc porer alois lageder|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc opes ritterhof|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc kaltern|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc franz haas|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc franz haas|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc elena walch 2025|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|alto adige doc cantina rovere della luna aichholz|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc altamonte 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc altamonte 2022|??|w|pinot grigio|??|??|2022|??|??|??|??|??|=12
W|pinot grigio|alto adige doc altamonte 2020|??|w|pinot grigio|??|??|2020|??|??|??|??|??|=64
W|pinot grigio|alto adige doc alois lageder|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc abbazia di novacella 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc 24|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc 23|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc 2025 kurtatsch|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|alto adige doc 2025 elena walch|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|alto adige doc 2024 torggelen|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc 2024 elena walch|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc 2024 cantina valle isarco bile suche 0|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige doc 2023|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|alto adige doc 2022 torggelen|??|w|pinot grigio|??|??|2022|??|??|??|??|??|=12
W|pinot grigio|alto adige doc 2022 torggelen|??|w|pinot grigio|??|??|2022|??|??|??|??|??|=12
W|pinot grigio|alto adige doc 2022|??|w|pinot grigio|??|??|2022|??|??|??|??|??|=12
W|pinot grigio|alto adige doc 2021|??|w|pinot grigio|??|??|2021|??|??|??|??|??|=62
W|pinot grigio|alto adige doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige doc|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alto adige 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|alto adige 2023 doc|??|w|pinot grigio|??|??|2023|??|??|??|??|??|=13
W|pinot grigio|alter ego|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|alpino veneto italy|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|adige andrian 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|adagio doc friuli grave cadella scala|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|abbazia di novacella 2024|??|w|pinot grigio|??|??|2024|??|??|??|??|??|=21
W|pinot grigio|abbazia di novacella|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|921 stelvin 0 6st|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|921 igt friuli trevenzie|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|92 rose 2024|??|p|pinot grigio, rose|??|??|2024|??|??|??|??|??|=377
W|pinot grigio|23 petes pure|??|w|pinot grigio|??|??|NV|??|??|??|??|??|=1
W|pinot grigio|2025 personliche empfehlung|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 gold|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 gold|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 gold|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 gold|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 gold|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 gold|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 gold|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 doc bennati|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025 1|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot grigio|2025|??|w|pinot grigio|??|??|2025|??|??|??|??|??|=115
W|pinot|blanc horn 2023|??|w|??|??|??|2023|??|??|??|??|??
W|pinot|blanc holy chapel 2019|??|w|??|??|??|2019|??|??|??|??|??
W|pinot|blanc holy chapel 2018|??|w|??|??|??|2018|??|??|??|??|??
W|pinot|blanc holy chapel|??|w|??|??|??|NV|??|??|??|??|??
W|pinot|blanc hohnacker 2022|??|w|??|??|??|2022|??|??|??|??|??
W|pinot|blanc hofstudien|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc hoffmann simon|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc heiligenhauschen 2023|??|w|??|??|??|2023|??|??|??|??|??|=500
W|pinot|blanc happy|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc haegelin|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc h|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc h|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc guldenmorgen|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc grohoflein leithaberg dac|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc grevenmacher fels gpc 2023|??|w|??|??|??|2023|??|??|??|??|??|=500
W|pinot|blanc grevenmacher fels gpc 2022|??|w|??|??|??|2022|??|??|??|??|??|=504
W|pinot|blanc grevenmacher fels gpc 2021|??|w|??|??|??|2021|??|??|??|??|??
W|pinot|blanc grevenmacher fels gpc 2020|??|w|??|??|??|2020|??|??|??|??|??
W|pinot|blanc grevenmacher fels gpc 2019|??|w|??|??|??|2019|??|??|??|??|??|=501
W|pinot|blanc graubunden aoc 2025 hansruedi adank|??|w|??|??|??|2025|??|??|??|??|??
W|pinot|blanc graubunden aoc|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc granite lucas rieffel elzas bio|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc granite|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc granite|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc grande reserve|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc grand premier cru 2024|??|w|??|??|??|2024|??|??|??|??|??
W|pinot|blanc grand premier cru 2023|??|w|??|??|??|2023|??|??|??|??|??|=500
W|pinot|blanc grand cru bernard massard|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc gpc 2024|??|w|??|??|??|2024|??|??|??|??|??|=525
W|pinot|blanc gpc 2023|??|w|??|??|??|2023|??|??|??|??|??|=500
W|pinot|blanc gpc 2022|??|w|??|??|??|2022|??|??|??|??|??|=504
W|pinot|blanc goldsiegel schaffhausen|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc goldsiegel schaffhausen|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc gold aoc valais c varonier sohne ag varen|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc glou glou 2017 jean ginglinger|??|w|??|??|??|2017|??|??|??|??|??
W|pinot|blanc genius sec 2024 recommandation personnelle|??|w|??|??|??|2024|??|??|??|??|??|=525
W|pinot|blanc genius sec 2024|??|w|??|??|??|2024|??|??|??|??|??|=525
W|pinot|blanc gebreit|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc gallery 2024 rulandske bile|??|w|??|??|??|2024|??|??|??|??|??|=525
W|pinot|blanc gabarinza|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc fut de chene bio 2012|??|w|??|??|??|2012|??|??|??|??|??
W|pinot|blanc fume weincrowd|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc fume|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc exklusiv 2023|??|w|??|??|??|2023|??|??|??|??|??|=500
W|pinot|blanc exklusiv 2021|??|w|??|??|??|2021|??|??|??|??|??|=516
W|pinot|blanc exklusiv 2019|??|w|??|??|??|2019|??|??|??|??|??|=501
W|pinot|blanc exklusiv 2018|??|w|??|??|??|2018|??|??|??|??|??|=502
W|pinot|blanc exklusiv|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc et gris taunusquarzit sec 2025 gold|??|w|??|??|??|2025|??|??|??|??|??|=519
W|pinot|blanc essentiel domaine marcel freyburger alsace|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc essentiel 2017|??|w|??|??|??|2017|??|??|??|??|??|=534
W|pinot|blanc essentiel|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc esprit libre nature 2021 christophe mittnacht bd vin nature|??|w|??|??|??|2021|??|??|??|??|??|=516
W|pinot|blanc einstern|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc einstern|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc eich sudtirol doc 2024 tenuta kornell|??|w|??|??|??|2024|??|??|??|??|??|=525
W|pinot|blanc edmont rentz 6|??|w|??|??|??|NV|??|??|??|??|??|=503
W|pinot|blanc edition o1 sec 2025 recommandation personnelle|??|w|??|??|??|2025|??|??|??|??|??|=519
W|pinot|blanc edition o1 sec 2025|??|w|??|??|??|2025|??|??|??|??|??|=519
