W|veuve clicquot|brut 12|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|rose brut|??|p|??|??|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|rose brut|??|p|??|??|??|NV|12|??|medio|saladas, sushi, petiscos|seco|=255
W|veuve ambal|rose brut|??|p|??|??|??|NV|12|??|medio|saladas, sushi, petiscos|seco|=255
W|veuve ambal prestige|millesime 2018|??|r|??|??|??|2018|??|??|medio|massa, aves, queijos|seco
W|veuve ambal pakket|inclusief kist|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal millesime|brut chardonnaypinot noir cremant de bourgogne|fr|s|pinot noir|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal methode|traditionnelle rose brut|??|p|??|??|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal methode|traditionnelle rose brut|??|p|??|??|??|NV|12|??|medio|saladas, sushi, petiscos|seco|=261
W|veuve ambal methode|traditionnelle ice blanc demisec|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal methode|traditionnelle blanc de blancs brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal methode|traditionnelle blanc de blancs brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=264
W|veuve ambal methode|traditionnelle blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal methode|traditionelle blanc de blancs brut nv france|fr|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal ice|rose cremant perfekt til sommerhygge|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal ice|rose cremant de bourgogne|fr|p|??|bourgogne|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal ice|demi sec 075 ltr|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal ice|cremant de bourgogne|fr|s|??|bourgogne|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal ice|blanc de demi sec|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal ice|blanc de demi sec|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco|=272
W|veuve ambal ice|blanc de blancs espumante|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal ice|ambal ice|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal ice|ambal ice|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco|=275
W|veuve ambal grande|cuvee cremant de bourgogne 2018 white brut 12 075|fr|s|??|bourgogne|??|2018|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal grand|cuvee rose cremant de bourgogne|fr|p|??|bourgogne|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal grand|cuvee cremant de bourgogne brut nv|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal gracieux|chevalier brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal expression|brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal demisec|ambal demisec|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal cuvee|rose|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal cuvee|rose|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco|=283
W|veuve ambal cuvee|rose|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco|=283
W|veuve ambal cuvee|marie ambal rose|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal cuvee|marie ambal brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal crement|de bourgogne nv|fr|r|??|bourgogne|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal|cremant rose nv|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de burgogne|??|s|??|??|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de burgogne|??|s|??|??|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut|=290
W|veuve ambal|cremant de bourgogne tradition blanc brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne rose prestige|fr|p|??|bourgogne|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne rose premieres fleurs brut|fr|p|??|bourgogne|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne rose nv|fr|p|??|bourgogne|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne rose nv|fr|p|??|bourgogne|??|NV|??|??|medio|saladas, sushi, petiscos|seco|=295
W|veuve ambal|cremant de bourgogne rose brut 12 075|fr|p|??|bourgogne|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne prestige brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne prestige brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=298
W|veuve ambal|cremant de bourgogne premieres fleurs rose brut|fr|p|??|bourgogne|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne millesime brut 2022|fr|s|??|bourgogne|??|2022|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne millesime brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne millesime brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=302
W|veuve ambal|cremant de bourgogne millesime brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=302
W|veuve ambal|cremant de bourgogne ice rose|fr|p|??|bourgogne|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne grande cuvee rose brut|fr|p|??|bourgogne|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne grande cuvee rose brut|fr|p|??|bourgogne|??|NV|12|??|medio|saladas, sushi, petiscos|seco|=306
W|veuve ambal|cremant de bourgogne grande cuvee brut nv|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne grande cuvee brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne grande cuvee brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=309
W|veuve ambal|cremant de bourgogne grande cuvee brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=309
W|veuve ambal|cremant de bourgogne grande cuvee brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=309
W|veuve ambal|cremant de bourgogne grande cuvee brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=309
W|veuve ambal|cremant de bourgogne grande cuvee brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=309
W|veuve ambal|cremant de bourgogne grand cuvee|fr|s|??|bourgogne|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne cuvee tradition brut france 12|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne cuvee rosado brut|fr|p|??|bourgogne|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve ambal|cremant de bourgogne cuvee rosado brut|fr|p|??|bourgogne|??|NV|12|??|medio|saladas, sushi, petiscos|seco|=317
W|veuve ambal|cremant de bourgogne cuvee blanco brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne cuvee blanco brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=319
W|veuve ambal|cremant de bourgogne collection brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne brut nv france|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne brut nv|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne brut nv|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=323
W|veuve ambal|cremant de bourgogne brut nature origine|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut nature
W|veuve ambal|cremant de bourgogne brut nature origine|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut nature|=325
W|veuve ambal|cremant de bourgogne brut lkker boblevin|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne brut grande cuvee nv|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne brut cuvee tradition nv|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne brut cuvee excellence nv|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne blanc nv|fr|s|??|bourgogne|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne blanc de blancs brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne blanc de blancs brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=333
W|veuve ambal|cremant de bourgogne blanc de blanc nv|fr|s|??|bourgogne|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne biologico brut|fr|s|??|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de bourgogne|fr|s|??|bourgogne|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant de borgona|??|s|??|??|??|NV|??|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|cremant brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|champagne brut|fr|s|??|champagne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|brut prestige|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal|brut prestige|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=342
W|veuve ambal|brut anos 2000|??|s|??|??|??|2000|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal blanc|des blancs|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal blanc|de noirs brut pinot noirgamay cremant de bourgogne|fr|p|pinot noir|bourgogne|??|NV|12|??|medio|massa, aves, queijos|seco
W|veuve ambal blanc|de noirs brut|??|p|??|??|??|NV|12|??|medio|massa, aves, queijos|seco
W|veuve ambal blanc|de blancs nv|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal blanc|de blancs nv|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco|=348
W|veuve ambal blanc|de blancs demisec|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal blanc|de blancs demisec|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco|=350
W|veuve ambal blanc|de blancs brut nature|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut nature
W|veuve ambal blanc|de blancs brut espumante|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal blanc|de blancs brut chardonnayaligote cremant de bourgogne|fr|s|chardonnay|bourgogne|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal blanc|de blancs brut 1|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal blanc|de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal blanc|de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=356
W|veuve ambal blanc|de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=356
W|veuve ambal blanc|de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=356
W|veuve ambal blanc|de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=356
W|veuve ambal blanc|de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut|=356
W|veuve ambal blanc|de blancs|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve ambal blanc|de blancs|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco|=362
W|veuve ambal blanc|de blanc brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve ambal blan|de blancs cremant de bourgogne 2019 white brut 12 075|fr|s|??|bourgogne|??|2019|12|??|leve|aperitivos, mariscos, frutos secos|brut
X
W|veuve alban blanc|de blanc brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
W|veuve a devaux|ultra d aged 5 years extra brut nv|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|extra brut
W|veuve a devaux|grande reserve brut nv|??|s|??|??|??|NV|12|reserva|leve|aperitivos, mariscos, frutos secos|brut
W|veuve a devaux|grande reserve|??|r|??|??|??|NV|??|reserva|medio|massa, aves, queijos|seco
W|veuve a devaux|cuvee rose brut nv|??|p|??|??|??|NV|12|??|medio|saladas, sushi, petiscos|seco
W|veuve a devaux|cuvee d de devaux|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|veuve a devaux|coeur des bar blanc de noirs brut|??|p|??|??|??|NV|12|??|medio|massa, aves, queijos|seco
W|veuve a devaux|coeur des bar blanc de blancs brut|??|s|??|??|??|NV|12|??|leve|aperitivos, mariscos, frutos secos|brut
X
W|veugeot les|petits 1er cru christian clerget 2017|??|r|??|??|??|2017|??|premier cru|medio|massa, aves, queijos|seco
X
X
X
X
X|=380
X
X
X|=383
X
X|=385
X
W|vetusto|aglianico del vulture superiore docg 2017 cantina di barile|it|r|aglianico|??|??|2017|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco
W|vetusto|aglianico del vulture superiore docg 2017 cantina di barile|it|r|aglianico|??|??|2017|13.5|docg|encorpado|carne vermelha, massas, queijos curados|seco|=388
X
X
X
X
W|vetus flor de|vetus tempranillo 2018|es|r|tempranillo|??|??|2018|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
X
X
X
X|=397
X
X|=399
X
W|vetus celsus|tempranillo|es|r|tempranillo|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
X
X|=403
W|vetus alba de|vetus albarino 2023|??|r|albarino|??|??|2023|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
X
W|vetunna corali|sangiovese|??|r|sangiovese|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|vette|sauvignon blanc tenuta san leonardo san leonardo igt vigneti delle dolomiti trentinoalto adige italy|??|r|sauvignon blanc|??|??|NV|12.5|igt|leve|peixes, frutos do mar, queijos leves|seco
W|vette|sauvignon blanc italy|??|r|sauvignon blanc|??|??|NV|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
W|vette|sauvignon blanc 2024|??|r|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
W|vette san leonardo|dolomiti tenuta san leonardo 2024|??|r|??|??|??|2024|??|??|medio|massa, aves, queijos|seco
X
W|vette di san|leonardo sauvignon blanc vigneti delle dolomiti igt wochy 0|??|r|sauvignon blanc|??|??|NV|12.5|igt|leve|peixes, frutos do mar, queijos leves|seco
W|vette di san|leonardo sauvignon blanc tenuta san leonardo trentino italy 2021|??|r|sauvignon blanc|??|??|2021|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
W|vette di san|leonardo dolomiti tenuta san leonardo|??|r|??|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|vette di san|leonardo bianco vigneti delle dolomiti igt 2023|??|r|??|??|??|2023|??|igt|medio|massa, aves, queijos|seco
W|vette di san|leonardo 2024 sauvignon blanc tenuta san leonardo|??|r|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
W|vette di san|leonardo 2024 magnum sauvignon blanc tenuta san leonardo|??|r|sauvignon blanc|??|??|2024|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
X
X|=438
W|vette di san|leonardo 2023 sauvignon blanc tenuta san leonardo|??|r|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
W|vette di san|leonardo 2023 magnum sauvignon blanc tenuta san leonardo|??|r|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
W|vette di san|leonardo 2023 igt tenuta san leonardo|??|r|??|??|??|2023|??|igt|medio|massa, aves, queijos|seco
X
W|vette di san|leonardo 2022 sauvignon tenuta san leonardo|??|r|??|??|??|2022|??|??|medio|massa, aves, queijos|seco
X
W|vette di san|leonardo 2021 sauvignon magnum tenuta san leonardo|??|r|??|??|??|2021|??|??|medio|massa, aves, queijos|seco
W|vette di san|leonardo 2020 sauvignon blanc tenuta san leonardo|??|r|sauvignon blanc|??|??|2020|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
X
X|=448
W|vette|chardonnay|??|r|chardonnay|??|??|NV|12.5|??|medio|massa, aves, queijos|seco
W|vette|2023 di san leonardo sauvignon blanc|??|r|sauvignon blanc|??|??|2023|12.5|??|leve|peixes, frutos do mar, queijos leves|seco
X
X
X
X
W|vetriccie|rose ile de beaute corsica 24|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco
W|vetriccie|rose ile de beaute|??|p|??|??|??|NV|??|??|medio|saladas, sushi, petiscos|seco
X
X
X
X|=460
X
X
X
X
X
X|=466
X
W|vetrere aureo|spumante brut rosato|??|p|??|??|??|NV|12|??|medio|saladas, sushi, petiscos|seco
X
X
X
X
X
X
X
X
X|=477
X|=477
X
X
X
X
X
X
X
X
X|=487
W|vetiti|reserva branco bruto|??|s|??|??|??|NV|12|reserva|leve|aperitivos, mariscos, frutos secos|brut
W|vetisquero heru casablanca|pinot noir|??|r|pinot noir|??|??|NV|??|??|medio|massa, aves, queijos|seco
W|vetere|rosato campania igp|??|p|??|campania|??|NV|??|igp|medio|saladas, sushi, petiscos|seco
W|vetere|rosato campania igp|??|p|??|campania|??|NV|??|igp|medio|saladas, sushi, petiscos|seco|=491
W|vetere paestum|rose 2023|??|p|??|??|??|2023|??|??|medio|saladas, sushi, petiscos|seco
X
X
X|=495
X
X|=497
X
X|=499
X
X|=501
W|vetere|igp paestum rosa 2021|??|r|??|??|??|2021|??|igp|medio|massa, aves, queijos|seco
W|vetere|aglianico rosato igp san salvatore|it|p|aglianico|??|??|NV|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
W|vetere|aglianico rosato igp san salvatore|it|p|aglianico|??|??|NV|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco|=504
W|vetere|aglianico igp paestum rosato san salvatore limited edition|it|p|aglianico|??|??|NV|13.5|igp|encorpado|carne vermelha, massas, queijos curados|seco
X
X
X
W|veterano solera|reserva|??|r|??|??|??|NV|??|reserva|medio|massa, aves, queijos|seco
W|veterano|reserva 36 gb 07 36 8410337037082|??|r|??|??|??|NV|??|reserva|medio|massa, aves, queijos|seco
X
X
X
X
X|=515
X
X
X
X
X|=520
X|=520
X|=520
X
X
W|vetas blancas|syrah vina tabali|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vetas blancas|syrah|??|r|syrah|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|veta|sauvignon blanc reserva 2021|??|r|sauvignon blanc|??|??|2021|12.5|reserva|leve|peixes, frutos do mar, queijos leves|seco
W|veta|pinot noir reserva 2020|??|r|pinot noir|??|??|2020|??|reserva|medio|massa, aves, queijos|seco
X
W|veta|chardonnay reserva 2020|??|r|chardonnay|??|??|2020|12.5|reserva|medio|massa, aves, queijos|seco
W|veta|carmenere reserva 2020|??|r|carmenere|??|??|2020|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
W|veta|cabernet sauvignon reserva 2019|??|r|cabernet sauvignon|??|??|2019|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
X
W|vesztergombi|rose szekszard 2024 drs|de|p|??|??|??|2024|??|??|medio|saladas, sushi, petiscos|seco
W|vesztergombi|rose 2025 12 0|??|p|??|??|??|2025|??|??|medio|saladas, sushi, petiscos|seco
X
X
X
X
X
W|vesztergombi pince|rose 2024|??|p|??|??|??|2024|??|??|medio|saladas, sushi, petiscos|seco
W|vesztergombi pince|rose 2021|??|p|??|??|??|2021|??|??|medio|saladas, sushi, petiscos|seco
X
W|vesztergombi pince|pinot noir rose 2024|??|p|pinot noir|??|??|2024|??|??|medio|saladas, sushi, petiscos|seco
W|vesztergombi pince|pinot noir 2023|??|r|pinot noir|??|??|2023|??|??|medio|massa, aves, queijos|seco
W|vesztergombi pince|pinot noir 2019|??|r|pinot noir|??|??|2019|??|??|medio|massa, aves, queijos|seco
W|vesztergombi pince|merlot 2022|??|r|merlot|??|??|2022|13.5|??|medio|massa, aves, queijos|seco
X
X
X
X
W|vesztergombi pince kerekhegy|malbec 2021|ar|r|malbec|??|??|2021|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi pince kerekhegy|cabernet franc 2019|??|r|cabernet franc|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
X
X
X
X
X
X
X
W|vesztergombi pince|cabernet sauvignon 2022|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi pince|cabernet sauvignon 2019|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi pince|cabernet franc 2021|??|r|cabernet franc|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
W|vesztergombi pince bodzas|merlot 2017|??|r|merlot|??|??|2017|13.5|??|medio|massa, aves, queijos|seco
W|vesztergombi pince bodzas|cabernet sauvignon 2019|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
X
X
X
X
X
W|vesztergombi|malbec 2022|ar|r|malbec|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
X
X
W|vesztergombi kerekhegy|cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
X
X
X
X
X
X
W|vesztergombi jozsef|merlot 2013|??|r|merlot|??|??|2013|13.5|??|medio|massa, aves, queijos|seco
X
X
W|vesztergombi jozsef|cabernet franc 2017|??|r|cabernet franc|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
X
X
X
X
X
W|vesztergombi|cabernet sauvignon2022|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi|cabernet sauvignon 2022 szekszard drs|de|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi|cabernet sauvignon 2022 135 0|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi|cabernet sauvignon 2022|??|r|cabernet sauvignon|??|??|2022|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi|cabernet sauvignon 2016|??|r|cabernet sauvignon|??|??|2016|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi|cabernet franc 2021 szekszard drs|de|r|cabernet franc|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
W|vesztergombi|cabernet franc|??|r|cabernet franc|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
W|vesztergombi bozdas|merlot|??|r|merlot|??|??|NV|13.5|??|medio|massa, aves, queijos|seco
W|vesztergombi bodzas|merlot premium szaraz szekszardi vorosbor|de|r|merlot|??|??|NV|13.5|??|medio|massa, aves, queijos|seco
W|vesztergombi bodzas|merlot 2019 szekszard|de|r|merlot|??|??|2019|13.5|??|medio|massa, aves, queijos|seco
W|vesztergombi bodzas|merlot 2019 145 0|??|r|merlot|??|??|2019|13.5|??|medio|massa, aves, queijos|seco
W|vesztergombi bodzas|cabernet sauvignon 2019 145 0|??|r|cabernet sauvignon|??|??|2019|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
W|vesztergombi bodzas|cabernet sauvignon|??|r|cabernet sauvignon|??|??|NV|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
X
X
X
X
X
X
X
X
X
W|vesuvio rosso|doc vipt 2024 cantine olivella|??|r|??|??|??|2024|??|doc|medio|massa, aves, queijos|seco
W|vesuvio rosso|doc vesuvio anfora 2021 cantine olivella|??|r|??|??|??|2021|??|doc|medio|massa, aves, queijos|seco
W|vesuvio rosso|doc vesuvio anfora 2021 cantine olivella|??|r|??|??|??|2021|??|doc|medio|massa, aves, queijos|seco|=634
W|vesuvio rosso|doc vesuvio anfora 2021 cantine olivella|??|r|??|??|??|2021|??|doc|medio|massa, aves, queijos|seco|=634
W|vesuvio rosso|doc|??|r|??|??|??|NV|??|doc|medio|massa, aves, queijos|seco
W|vesuvio rosso|doc|??|r|??|??|??|NV|??|doc|medio|massa, aves, queijos|seco|=637
W|vesuvio|rosato doc ereo 2023 cantine olivella|??|p|??|??|??|2023|??|doc|medio|saladas, sushi, petiscos|seco
W|vesuvio|rosato doc ereo 2023 cantine olivella|??|p|??|??|??|2023|??|doc|medio|saladas, sushi, petiscos|seco|=639
W|vesuvio|rosato doc ereo 2023 cantine olivella|??|p|??|??|??|2023|??|doc|medio|saladas, sushi, petiscos|seco|=639
W|vesuvio piedirosso|doc vipt 2023 cantine olivella|??|r|piedirosso|??|??|2023|??|doc|medio|massa, aves, queijos|seco
