W|cantina mesa|giunco|it|w|vermentino|sardegna|??|2024|13|doc|medio|peixes; frutos do mar; saladas|seco
W|cantina tani|meoru|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|tenute faladas|linaldu|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|le conche|vermentino di gallura docg|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|sa raja|kintari magnum|it|w|vermentino|sardegna|gallura|2024|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|sa raja|kintari magnum|it|w|vermentino|sardegna|gallura|2024|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|sa raja|kintari magnum|it|w|vermentino|sardegna|gallura|2024|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina tondini|karagnanj|it|w|vermentino|sardegna|gallura|2022|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina tamponi|janus|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|invidia|vermentino di gallura docg|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|hysony|vermentino di gallura docg|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina gallura|gemellae|it|w|vermentino|sardegna|gallura|2024|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|cantine monti|funtanaliras|it|w|vermentino|sardegna|gallura|2022|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|la contralta|fiore del sasso|it|w|vermentino|sardegna|gallura|2020|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|contini|elibaria|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|elibaria|vermentino di gallura docg|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|carta|vermentino di gallura docg|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|carasole|vermentino di gallura docg|it|w|vermentino|sardegna|gallura|NV|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina gallura|canayli vt|it|w|vermentino|sardegna|gallura|2021|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|surrau|branu|it|w|vermentino|sardegna|gallura|2024|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|surrau|branu|it|w|vermentino|sardegna|gallura|2025|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|surrau|branu|it|w|vermentino|sardegna|gallura|2025|13.5|docg|medio|peixes; frutos do mar; saladas|seco
W|piero mancini|vermentino di gallura|it|w|vermentino|sardegna|gallura|2025|??|docg|medio|peixes; frutos do mar; saladas|seco
W|vermentino di gallura|vermentino di gallura docg|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|piero mancini|vermentino di gallura|it|w|vermentino|sardegna|gallura|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|cheremi|vermentino di gallura|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|capichera|capichera|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|capichera|vignangena|it|w|vermentino|sardegna|gallura|2022|??|docg|medio|peixes; frutos do mar; saladas|seco
W|capichera|vigna ngena|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina giogantinu|vermentino di gallura|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina gallura|canayli|it|w|vermentino|sardegna|gallura|2025|??|docg|medio|peixes; frutos do mar; saladas|seco
W|surrau|branu|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|tenute villa lauras|babbaijolzi|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina del vermentino di monti|arakena|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|tenute pische|alba di ruda|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|aghiloja|vermentino di gallura superiore|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|vermentino di gallura|vermentino di gallura|it|w|vermentino|sardegna|gallura|2024|??|docg|medio|peixes; frutos do mar; saladas|seco
W|vermentino di gallura|vermentino di gallura|it|w|vermentino|sardegna|gallura|2024|??|docg|medio|peixes; frutos do mar; saladas|seco
W|vermentino di gallura|vermentino di gallura|it|w|vermentino|sardegna|gallura|2023|??|docg|medio|peixes; frutos do mar; saladas|seco
W|vermentino di gallura|vermentino di gallura|it|w|vermentino|sardegna|gallura|2021|??|docg|medio|peixes; frutos do mar; saladas|seco
W|azienda agricola terenzuola|vigne basse|it|w|vermentino|colli di luni|??|2022|??|doc|medio|peixes; frutos do mar; saladas|seco
W|cantine lunae|etichetta nera|it|w|vermentino|colli di luni|??|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|guado al tasso|vermentino di bolgheri|it|w|vermentino|toscana|bolgheri|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|campo al noce|vermentino di bolgheri|it|w|vermentino|toscana|bolgheri|2023|??|doc|medio|peixes; frutos do mar; saladas|seco
W|berchidda|vermentino di berchidda|it|w|vermentino|sardegna|??|1973|??|??|medio|peixes; frutos do mar; saladas|seco
W|calleri|vermentino di albenga|it|w|vermentino|liguria|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|deperu|holler fria|it|w|vermentino|sardegna|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|pizzogallo|notos|it|w|vermentino|umbria|??|2023|??|igt|medio|peixes; frutos do mar; saladas|seco
W|delle conchiglie|vermentino toscana|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|delle conchiglie|vermentino toscana|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|santa maria la palma|akenta cuvee 71|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|santa maria la palma|akenta cuvee 71|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|2022|??|??|medio|peixes; frutos do mar; saladas|seco
W|argiolas|costamolino|it|w|vermentino|sardegna|??|2021|??|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta le colonne|vermentino costa toscana bio|it|w|vermentino|toscana|??|NV|??|igt|medio|peixes; frutos do mar; saladas|seco
W|tenuta le colonne|vermentino costa toscana bio|it|w|vermentino|toscana|??|NV|??|igt|medio|peixes; frutos do mar; saladas|seco
W|costa toscana|vermentino costa toscana|it|w|vermentino|toscana|??|2022|??|igt|medio|peixes; frutos do mar; saladas|seco
W|costa toscana|vermentino costa toscana|it|w|vermentino|toscana|??|2022|??|igt|medio|peixes; frutos do mar; saladas|seco
W|costa toscana|vermentino costa toscana|it|w|vermentino|toscana|??|2021|??|igt|medio|peixes; frutos do mar; saladas|seco
W|antonella corda|vermentino|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|antonella corda|vermentino|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|coquille de mer|vermentino|fr|w|vermentino|languedoc|??|NV|??|igp|medio|peixes; frutos do mar; saladas|seco
W|coquille de mer|vermentino|fr|w|vermentino|languedoc|??|2022|??|igp|medio|peixes; frutos do mar; saladas|seco
W|coquille de mer|vermentino|fr|w|vermentino|languedoc|??|NV|??|igp|medio|peixes; frutos do mar; saladas|seco
W|colline lucchesi|vermentino|it|w|vermentino|toscana|lucca|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|vigne basse|vermentino colli di luni|it|w|vermentino|colli di luni|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|sarticola|vermentino colli di luni|it|w|vermentino|colli di luni|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|terenzuola|i pini di corsano|it|w|vermentino|colli di luni|??|2023|??|doc|medio|peixes; frutos do mar; saladas|seco
W|lunae|etichetta nera|it|w|vermentino|colli di luni|??|2019|??|doc|medio|peixes; frutos do mar; saladas|seco
W|ottaviano lambruschi|vermentino colli di luni|it|w|vermentino|colli di luni|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|il monticello|groppolo|it|w|vermentino|colli di luni|??|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|lunae|etichetta nera|it|w|vermentino|colli di luni|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|lunae|etichetta grigia|it|w|vermentino|colli di luni|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|lunae|etichetta grigia|it|w|vermentino|colli di luni|??|2022|??|doc|medio|peixes; frutos do mar; saladas|seco
W|terenzuola|corsano|it|w|vermentino|colli di luni|??|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|terenzuola|corsano|it|w|vermentino|colli di luni|??|2022|??|doc|medio|peixes; frutos do mar; saladas|seco
W|andrea spagnoli|vermentino colli di luni|it|w|vermentino|colli di luni|??|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|colli di luni|vermentino colli di luni|it|w|vermentino|colli di luni|??|2023|??|doc|medio|peixes; frutos do mar; saladas|seco
W|birdhorse wines|clements hills vermentino|us|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|classico|??|w|vermentino|??|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|capichera|vigna ngena|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|capichera|vigna ngena|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|capichera|lintori|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|capichera|lintori|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|capichera|capichera|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|cantine lunae|etichetta nera|it|w|vermentino|colli di luni|??|2025|??|doc|medio|peixes; frutos do mar; saladas|seco
W|cantina gallura|canayli|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|cantina gallura|canayli|it|w|vermentino|sardegna|gallura|NV|??|docg|medio|peixes; frutos do mar; saladas|seco
W|santadi|cala silente|it|w|vermentino|sardegna|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|santadi|cala silente|it|w|vermentino|sardegna|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|santadi|cala silente|it|w|vermentino|sardegna|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|santadi|cala silente|it|w|vermentino|sardegna|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta moraia|vermentino brut|it|s|vermentino|toscana|maremma|NV|??|doc|medio|peixes; frutos do mar; saladas|brut
W|tenuta moraia|vermentino brut|it|s|vermentino|toscana|maremma|NV|??|doc|medio|peixes; frutos do mar; saladas|brut
W|tenuta moraia|vermentino brut|it|s|vermentino|toscana|maremma|NV|??|doc|medio|peixes; frutos do mar; saladas|brut
W|botro dei fichi|vermentino bolgheri bio|it|w|vermentino|toscana|bolgheri|2022|??|doc|medio|peixes; frutos do mar; saladas|seco
W|guado al tasso|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2019|??|doc|medio|peixes; frutos do mar; saladas|seco
W|grattamacco|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|grattamacco|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta meraviglia|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta meraviglia|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|terre del marchesato|papeo|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|diario di vaira|le pinete|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|caccia al palazzo|eleganza|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2025|??|doc|medio|peixes; frutos do mar; saladas|seco
W|antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|vermentino bolgheri|vermentino bolgheri doc|it|w|vermentino|toscana|bolgheri|2021|??|doc|medio|peixes; frutos do mar; saladas|seco
W|vermentino bolgheri|vermentino bolgheri doc|it|w|vermentino|toscana|bolgheri|2020|??|doc|medio|peixes; frutos do mar; saladas|seco
W|vermentino bolgheri|vermentino bolgheri doc|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|campo al mare|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|campo al mare|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2023|??|doc|medio|peixes; frutos do mar; saladas|seco
W|vermentino bolgheri|bolgheri bianco|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2023|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2021|??|doc|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2020|??|doc|medio|peixes; frutos do mar; saladas|seco
W|poggio dei gorleri|blu di mare|it|w|vermentino|liguria|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|poggio dei gorleri|blu di mare|it|w|vermentino|liguria|??|NV|??|doc|medio|peixes; frutos do mar; saladas|seco
W|les jamelles|vermentino blanc|fr|w|vermentino|??|??|2024|??|igp|medio|peixes; frutos do mar; saladas|seco
W|cherchi|billia|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|cherchi|billia|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|toscana|vermentino bianco|it|w|vermentino|toscana|??|NV|??|igt|medio|peixes; frutos do mar; saladas|seco
W|toscana|vermentino bianco|it|w|vermentino|toscana|??|NV|??|igt|medio|peixes; frutos do mar; saladas|seco
W|la spinetta|vermentino bianco|it|w|vermentino|toscana|??|2024|??|igt|medio|peixes; frutos do mar; saladas|seco
W|tenuta santa lucia|vermentino bianco biologico|it|w|vermentino|toscana|??|NV|??|igp|medio|peixes; frutos do mar; saladas|seco
W|orma|bianco di orma|it|w|vermentino|toscana|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|lungarotti|vermentino bianco|it|w|vermentino|umbria|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|mazzei|belguardo|it|w|vermentino|toscana|maremma|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|mazzei|belguardo|it|w|vermentino|toscana|maremma|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|banfi|la pettegola|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|il palagio|baci sulla bocca|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|ayama|vermentino|za|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|la pietra del focolare|augusto|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|arnaldo caprai|vermentino|it|w|vermentino|umbria|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|antonio camillo|vermentino|it|w|vermentino|toscana|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|antonio camillo|vermentino|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso antinori|vermentino|it|w|vermentino|toscana|bolgheri|2022|??|??|medio|peixes; frutos do mar; saladas|seco
W|antinori|vermentino|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|antinori|vermentino|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|frescobaldi|massovivo ammiraglio|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|frescobaldi|massovivo ammiraglio|it|w|vermentino|toscana|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|campo alle comete|albablu|it|w|vermentino|toscana|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
X
W|vermentino|40|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|2025 new release|??|w|vermentino|??|??|2025|??|??|medio|peixes; frutos do mar; saladas|seco
W|ayama|vermentino|za|w|vermentino|??|??|2025|??|??|medio|peixes; frutos do mar; saladas|seco
W|santa cristina antinori|vermentino|it|w|vermentino|toscana|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|mesa|primo bianco|it|w|vermentino|sardegna|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|piero mancini|vermentino|it|w|vermentino|sardegna|gallura|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|cantine monti|funtanaliras oro|it|w|vermentino|sardegna|gallura|2024|??|docg|medio|peixes; frutos do mar; saladas|seco
W|tenuta guado al tasso antinori|vermentino bolgheri|it|w|vermentino|toscana|bolgheri|2024|??|doc|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2024|??|w|vermentino|??|??|2024|??|??|medio|peixes; frutos do mar; saladas|seco
W|giovanni valentini|vermentino|it|w|vermentino|??|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|gualdo del re|vermentino costa toscana|it|w|vermentino|toscana|??|2023|??|igt|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2023|??|w|vermentino|??|??|2023|13|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2023|??|w|vermentino|??|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2023|??|w|vermentino|??|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2023|??|w|vermentino|??|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2023|??|w|vermentino|??|??|2023|??|??|medio|peixes; frutos do mar; saladas|seco
W|la spinetta|vermentino|it|w|vermentino|toscana|??|2022|??|igt|medio|peixes; frutos do mar; saladas|seco
X
W|gualdo del re|vermentino costa toscana|it|w|vermentino|toscana|??|2022|??|igt|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2022|??|w|vermentino|??|??|2022|??|??|medio|peixes; frutos do mar; saladas|seco
W|la stesa|tasto bianco|it|w|vermentino|??|??|2021|??|??|medio|peixes; frutos do mar; saladas|seco
W|la stesa|tasto bianco|it|w|vermentino|??|??|2021|??|??|medio|peixes; frutos do mar; saladas|seco
W|la stesa|tasto bianco|it|w|vermentino|??|??|2021|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2021 bio|??|w|vermentino|??|??|2021|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2021|??|w|vermentino|??|??|2021|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2021|??|w|vermentino|??|??|2021|??|??|medio|peixes; frutos do mar; saladas|seco
W|la carraia|vermentino|it|w|vermentino|??|??|2020|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2020|??|w|vermentino|??|??|2020|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2020|??|w|vermentino|??|??|2020|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2020|??|w|vermentino|??|??|2020|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2020|??|w|vermentino|??|??|2020|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2020|??|w|vermentino|??|??|2020|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino 2018|??|w|vermentino|??|??|2018|??|??|medio|peixes; frutos do mar; saladas|seco
W|agricola sada|vermentino|it|w|vermentino|toscana|??|2014|??|igt|medio|peixes; frutos do mar; saladas|seco
W|dettori|18 settembre|it|w|vermentino|sardegna|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermentino|vermentino|??|w|vermentino|??|??|NV|??|??|medio|peixes; frutos do mar; saladas|seco
W|vermell|vermell tinto|??|r|??|??|??|2024|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|celler del roure|vermell|es|r|??|valencia|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|celler del roure|vermell|es|r|??|valencia|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|celler del roure|vermell|es|r|??|valencia|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|2022|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|celler del roure|vermell|es|r|??|valencia|??|2020|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|2019|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermell|vermell|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermeli|skadi|??|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
W|vermelho|fogo|pt|r|??|??|??|NV|??|??|medio|carnes vermelhas; massas; queijos curados|seco
