W|gruner veltliner|schieferstein|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|gruner|veltliner pfarrweingarten 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried antlasbergen 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried axpoint smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried axpoint smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=241
W|gruner|veltliner ried brandstatt 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried geppling 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried gmirk 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hinter der burg federspiel 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hinter der burg smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hochrain 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kirchthal 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kirchweg smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kittmannsberg 1lage 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kla liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried klostersatz 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried klostersatz federspiel 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kreutles federspiel 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kreutles smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried loibenberg 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried loibenberg smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried loisium 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried muhlpoint smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried rafasetzen 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried rosenberg 075 liter|??|p|??|??|??|2024|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|gruner|veltliner ried schon 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried singerriedel 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinborz smaragd 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinbuhel 1otw erste lage|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinporz 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried steinsetz 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried thal 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wolfsgraben 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner roschitzer 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rotes tor federspiel 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rustenberg klein bile vino suche|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner spitzer himmelsrichtungen federspiel 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner trocken|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner trocken|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=275
W|gruner|veltliner veltinske zelene|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner veltlinske zelene|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner vom gut 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner vom urgestein 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner wachauwerk 075 liter|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner weingut glatzer 12 vol|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner weingut schmelzer|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner zobinger 075 liter|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 2024case only|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=286
W|gruner|veltliner|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=286
W|gruner|veltliner|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=286
W|gruner|veltliner|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=286
W|gruner|veltliner|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=286
W|gruner|veltliner|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=286
W|gruner|veltliner 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner classic breitenfelder bile vino suche|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner donauwalzer 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner durnstein federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner fili liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|gruner|veltliner gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|gruner|veltliner gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|gruner|veltliner gold|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=298
W|gruner|veltliner hg 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner jg federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kamptal 075 liter|at|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner kamptal 075 liter|at|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco|=305
W|gruner|veltliner langenlois 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner langenlois ortswein 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner loiben federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner loibner 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner loibner federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner loibner smaragd 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner loibner steinfeder 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner loss 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner messwein 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner pfarrweingarten 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried antlasbergen 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried geppling 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hinter der burg federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hochstrasser federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried hundschupfen 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kreutles federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried kreutles smaragd 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried loibenberg smaragd 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried muhlpoint federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried muhlpoint smaragd 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried schutt smaragd 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried thal 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ried wolfsgraben 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner rustenberg klein bile vino suche|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner spitzer himmelsrichtungen federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner terrassen spitzer graben federspiel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner topf reinhard|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner trocken|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner vom gut 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 23|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 3 hut lukas krau|gb|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 333|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 64|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner 8000 ried laa erste lage|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner abbazia di novacella|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner abraxas|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner achleiten prager smaragd 075 liter|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner achleiten smaragd|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner achleiten smaragd|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner achleiten smaragd holzapfel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner achleiten stockkultur smaragd|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner aeussere bergen dac reserve|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner aeussere bergen dac reserve|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alkoholfrei|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alkoholfri|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=352
W|gruner|veltliner alte reben 1|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|2011|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben late release|??|w|??|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=367
W|gruner|veltliner alte reben|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco|=369
W|gruner|veltliner alte reben|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=371
W|gruner|veltliner alte reben kamptal dac|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben retzer land weinviertel 075 liter|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben bio|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben brundlmayer|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben brundlmayer|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=378
W|gruner|veltliner alte reben dac reserve|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben kamptal dac reserve|at|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben kamptal dac reserve bio|at|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben kamptal dac reserve bio|at|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben kamptal reserve|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben krems|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben krems reserve rainer wess kremstal austria|at|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben kremstal dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben leithaberg dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben markowitsch|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben markowitsch gerhard|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben reserve carnuntum dac|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben ried hamert|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben ried schonherr|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben traismauer|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben wagram dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben weinviertel dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte reben weinviertel dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=396
W|gruner|veltliner alte reben weinviertel dac|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alte rebenweinviertel dac bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner altenberg|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alto adige tenuta pacher hof|it|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner alto adige valle isarco doc cantina valle isarco|it|w|??|??|??|2019|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner am berg|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner am berg bernhard ott wagram austria|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner am steinberg|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner amber 28 monate|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner amber 40 monate|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner andantino|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner anno dazumal weingut weixelbaum austrian white wine|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner antlasbergen|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner aristos doc cantina valle isarco|??|w|??|??|??|2020|12.5|doc|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner aristos utgatt|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner atzberg steilterrassen|??|w|??|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner auere bergen dac reserve|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner auere bergen wv dac reserve 1 otw|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner aus liebe zu natur|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner aus osterreich|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner auslese mailberg|??|d|??|??|??|1986|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese sweet|??|d|??|??|??|2017|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese|??|d|??|??|??|2019|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese|??|d|??|??|??|2021|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese noe landessieger|??|d|??|??|??|2021|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese achleiten domane wachau|at|d|??|??|??|1973|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese loibener|??|d|??|??|??|2021|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese ried achleiten eintel|??|d|??|??|??|1969|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner auslese ried leithen|??|d|??|??|??|2017|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner ausstich dac setzer|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ausstich weinviertel dac|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ausstich weinviertel dac|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner ausstich weinviertel dac setzer|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner axpoint federspiel 125 vol|??|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner axpoint federspiel wachau dac|at|w|??|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner axpoint smaragd weingut franz hirtzberger|??|w|??|??|??|2016|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bad pirawarth bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bag in box 10 liter bioweingrass|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner barrique|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner barrique weinviertel|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bauchgefuhl wagram|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bauchgefuhl wagram|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner baumpresse ried im weingebirge bio|??|w|??|??|??|2013|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner berg traisental dac reserve|??|w|??|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner berg traisental dac reserve 100 js huber markus reichersdorf|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner berg vogelsang weingut brundlmayer tappo a vite|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner berg vogelsang kamptal dac|at|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner berg vogelsang brundlmayer|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner berg vogelsang kamptal dac|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner berg vogelsang kamptal dac|at|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=446
W|gruner|veltliner bergvogelsang|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bergvogelsang dac brundlmayer langenlois|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bergwein|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bergweingarten|??|w|??|??|??|2025|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bergweingarten auslese|??|d|??|??|??|nv|10|??|encorpado|sobremesas, queijos, frutas secas|doce
W|gruner|veltliner besas|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner best brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gruner|veltliner bio|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=218
W|gruner|veltliner bio|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco|=218
W|gruner|veltliner bio brut|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|brut
W|gruner|veltliner bio sekt|??|s|??|??|??|nv|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|gruner|veltliner bio wagram|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bio winzerhof allacher|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bisamberg|??|w|??|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bisamberg bio|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bisamberg bio|??|w|??|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|gruner|veltliner bisamberg dac|??|w|??|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
