W|langlois|cremant de loire vintage|fr|s|??|loire|??|2020|12|??|leve|aperitivos; frutos do mar; canapes|seco
W|langhe|sauvignon doc 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|sauvignon dives|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|sauvignon|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|sauvignon malvira|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|sancarlo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe san|guglielmo 2018malvira|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso vigneto fontanazza voerzio|??|r|??|??|??|2001|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso unico|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso slarina|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso sciulun franco conterno|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso roagna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso roagna|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=240
W|langhe|rosso pafoj|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso monpra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso merlot doc langhe cascina morassino 075|??|r|merlot|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso malvira|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso le brume|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso lanot|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso i 2 rigu doc|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso guilietta pelaverga olek bondonio vin nature|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso guilietta pelaverga olek bondonio vin nature|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=249
W|langhe|rosso giulietta|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso giulietta|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso garasin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso galverno|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso faletto doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso enrico i doc magnum 1|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso enrico i doc 0|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso dop sito moresco gaja|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso docg rossoluna fratelli alessandria|??|r|??|??|??|2022|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso docg rossoluna fratelli alessandria|??|r|??|??|??|2021|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc zerosolfiti marziano abbona|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc virtus marchesi di gresy|it|r|??|marche|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc syllabo sylla sebaste|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc superboum bricco del cucu|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc stroppiana|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc sito moresco gaja|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc sensory mettola|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc seifile nada fiorenzo|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc seifile 0|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc rossoluna fratelli alessandria|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc rossoluna fratelli alessandria|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=271
W|langhe|rosso doc rosso giulietta olek bondonio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc rosso giulietta olek bondonio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=273
W|langhe|rosso doc rosso giulietta olek bondonio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=273
W|langhe|rosso doc quatr nas|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc quartetto aldo conterno|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc piemont sciulun franco conterno|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc organic|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc neh punset|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc neh punset|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=280
W|langhe|rosso doc neh punset|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=280
W|langhe|rosso doc monsordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc monpra conterno fantino|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc memorie morra gabriele|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc magnum monsordo|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc lumas borgogno rivata|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc luigi einaudi poderi luigi einaudi|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc luigi einaudi poderi luigi einaudi|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=288
W|langhe|rosso doc luigi einaudi poderi luigi einaudi|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=288
W|langhe|rosso doc luigi einaudi poderi luigi einaudi|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=288
W|langhe|rosso doc luigi einaudi poderi luigi einaudi|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=288
W|langhe|rosso doc luigi einaudi|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc lautus 0|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc la villa elio altare|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc insieme livia fontana|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc gd vajra|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc faje n ross la bioca|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc faje n ross la bioca|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=298
W|langhe|rosso doc faje n ross la bioca|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=298
W|langhe|rosso doc excelso ca neuva|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc diavolisanti bricco del cucu|??|r|??|??|??|2013|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc casa baricalino|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc casa baricalino|??|r|??|??|??|2017|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc buio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc bricco appiani flavio roddolo|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc bio rutie radici e filari|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc bio adesso azienda agricola camparo|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc baccanera magnum lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc baccanera magnum lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=309
W|langhe|rosso doc baccanera magnum lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=309
W|langhe|rosso doc baccanera magnum lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=309
W|langhe|rosso doc baccanera magnum lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=309
W|langhe|rosso doc baccanera lo zoccolaio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc baccanera lo zoccolaio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=314
W|langhe|rosso doc baccanera lo zoccolaio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=314
W|langhe|rosso doc baccanera lo zoccolaio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=314
W|langhe|rosso doc baccanera lo zoccolaio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=314
W|langhe|rosso doc baccanera jeroboam lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc baccanera jeroboam lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=319
W|langhe|rosso doc baccanera jeroboam lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=319
W|langhe|rosso doc baccanera jeroboam lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=319
W|langhe|rosso doc baccanera jeroboam lo zoccolaio cassetta di legno|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=319
W|langhe|rosso doc baccanera lo zoccolaio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc baccanera lo zoccolaio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=324
W|langhe|rosso doc baccanera lo zoccolaio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=324
W|langhe|rosso doc baccanera lo zoccolaio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=324
W|langhe|rosso doc baccanera lo zoccolaio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=324
W|langhe|rosso doc baccanera lo zoccolaio|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc baccanera jeroboam lo zoccolaio|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc baccanera jeroboam lo zoccolaio|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=330
W|langhe|rosso doc baccanera jeroboam lo zoccolaio|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=330
W|langhe|rosso doc arte domenico clerico|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc arte domenico clerico|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=333
W|langhe|rosso doc arte domenico clerico|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=333
W|langhe|rosso doc arte domenico clerico|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=333
W|langhe|rosso doc arte domenico clerico|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc arsi vivendi seghesio ml 750 cod seg10|??|r|??|??|??|2016|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc arbesca lorenzo negro ml 750 cod lng07|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc alchimia nebbiolo 50 petit verdot 50 walter lodali|??|r|nebbiolo|??|??|2022|13.5|??|encorpado|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc 2024dwnlred wine|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc borgogno rivata|??|r|??|??|??|2024|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=343
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=343
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=343
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=343
W|langhe|rosso doc borgogno rivata|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=349
W|langhe|rosso doc selezione giacomo fenocchio|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=349
W|langhe|rosso doc tiradoss|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc selezione giacomo fenocchio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc selezione giacomo fenocchio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=353
W|langhe|rosso doc selezione giacomo fenocchio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=353
W|langhe|rosso doc selezione giacomo fenocchio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=353
W|langhe|rosso doc selezione giacomo fenocchio wine outlet|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=353
W|langhe|rosso doc roagna|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc pietra magica mirafiore|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc trabuch w pudeku|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc roagna|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc roagna|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=361
W|langhe|rosso doc roagna|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=361
W|langhe|rosso doc roagna|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=361
W|langhe|rosso doc roagna|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=361
W|langhe|rosso doc roagna|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=361
W|langhe|rosso doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=367
W|langhe|rosso cino doc alberto ballarin|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso cascina maria piemonte|it|r|??|piemonte|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso cado doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso bricco serraalba tenuta marchisio|??|r|??|??|??|2018|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso bricco appiani|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso bib|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso anst 470 casina bric serralunga dalba cn|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso ansi casina bric|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso amorvincit spirito agricolo ballarin|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso amorvincit spirito agricolo ballarin|??|r|??|??|??|2022|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso gd vajra|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=253
W|langhe|rosso|??|r|??|??|??|2023|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso rucat|??|r|??|??|??|2021|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso|??|r|??|??|??|2015|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso 1593 magnum san fereolo|??|r|??|??|??|2011|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=385
W|langhe|rosso|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=385
W|langhe|rossj bass gaja|??|r|??|??|??|2020|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rossi 3 bottiglie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rossi 3 bottiglie|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco|=389
W|langhe|rossese bianco rosserto|??|r|??|??|??|2019|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rossese bianco docg rosserto manzone|??|r|??|??|??|2018|13.5|docg|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rossese bianco doc|??|r|??|??|??|NV|13.5|??|medio|carnes vermelhas; massas; queijos|seco
W|langhe|rosato terra|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato solerose fontanafredda 0|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato rita ca viola|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato igp bel colle|??|p|??|??|??|NV|12.5|igp|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato dolcevita|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc wine is find the variery alessandro salvano|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc terra clavesana|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc suasi deltetto|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc special edition la femme elem|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc special edition la femme elem|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=402
W|langhe|rosato doc special edition la femme elem|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=402
W|langhe|rosato doc special edition la femme elem|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=402
W|langhe|rosato doc special edition la femme elem|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=402
W|langhe|rosato doc solerose fontanafredda|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc solerose fontanafredda|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=407
W|langhe|rosato doc solerose fontanafredda|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=407
W|langhe|rosato doc solerose fontanafredda|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=407
W|langhe|rosato doc rose des amis cascina galarin|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc marco porello|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc cante silvano nizza|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc marco porello|??|p|??|??|??|2025|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc solerose fontanafredda|??|p|??|??|??|2024|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=407
W|langhe|rosato doc giacomo fenocchio|??|p|??|??|??|2022|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato doc podere ruggeri corsini|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato diecigradi|??|p|??|??|??|2020|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato cereja doc|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato bruno rocca|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato bio doc|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato bruno rocca|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato|??|p|??|??|??|2023|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco
W|langhe|rosato|??|p|??|??|??|NV|12.5|??|leve|saladas; peixes grelhados; massas leves|seco|=424
W|langhe|riesling oddero|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling oddero|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco|=426
W|langhe|riesling massolino|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling massolino|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling massolino|??|w|riesling|??|??|2021|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling malvira|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling herzu ettore germano|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling herzu|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling era ora borgogno|??|w|riesling|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc rigadin pelissero|??|w|riesling|??|??|2025|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc re di fiori braida|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc ranera|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc petracine gd vajra|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc petracine gd vajra|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=438
W|langhe|riesling doc petracine gd vajra|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco|=438
W|langhe|riesling doc era ora borgogno|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc era ora borgogno|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=441
W|langhe|riesling doc era ora borgogno|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco|=441
W|langhe|riesling doc clem ca viola|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc clem ca viola|??|w|riesling|??|??|2020|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc cascina alberta|??|w|riesling|??|??|2022|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc biologico cascina corte|??|w|riesling|??|??|NV|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc bio altior chionetti|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco
W|langhe|riesling doc bio altior chionetti|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=448
W|langhe|riesling doc bio altior chionetti|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=448
W|langhe|riesling doc bio altior chionetti|??|w|riesling|??|??|2023|12.5|??|medio|peixes; frutos do mar; aves|seco|=448
W|langhe|riesling doc al bric diego pressenda|??|w|riesling|??|??|2024|12.5|??|medio|peixes; frutos do mar; aves|seco
