1. W|casali maniago|sauvignon|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
220. W|casamorati|1888 edp|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
221. W|casamorati bianca|edp|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
222. W|casamorati casafutura|edp|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
223. W|casamorati|fiero|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
224. W|casamorati fiore|dulivo|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
225. W|casamorati|gran ballo edp|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
226. W|casamorati|italica|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
227. W|casamorati quattro|pizzi|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
228. W|casamorati|regio|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
229. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=49
230. W|c|c|??|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=49
231. W|casanova|100 carignan|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
232. W|casanova|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
233. W|casanova|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
234. W|casanova|2022|pt|r|??|??|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
235. W|casanova|2024|pt|r|??|??|??|2024|13.5|??|medio|carne vermelha, massas, queijos curados|seco
236. W|casanova|220gr|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
237. W|casanova aghione vermentinu|chardonnay 2021|pt|w|chardonnay|??|??|2021|12.5|??|leve|frutos do mar, peixes, saladas|seco
238. W|casanova antano|reserva cabernet sauvignon 2020|pt|r|cabernet sauvignon|??|??|2020|13.5|reserva|encorpado|carne vermelha, massas, queijos curados|seco
239. W|casanova antano|reserva pinot noir 2018|pt|r|pinot noir|??|??|2018|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
240. W|casanova antano|reserva sauvignon blanc 2019|pt|w|sauvignon blanc|??|??|2019|12.5|reserva|leve|frutos do mar, peixes, saladas|seco
241. W|casanova antano|reserve carmenere 2021|pt|r|carmenere|??|??|2021|13.5|reserve|encorpado|carne vermelha, massas, queijos curados|seco
242. W|casanova antano|reserve merlot 2021|pt|r|merlot|??|??|2021|13.5|reserve|medio|carne vermelha, massas, queijos curados|seco
243. W|casanova balsamico|bianco|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
244. W|casanova brunello di montalcino|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
245. W|casanova|cabernet sauvignon 2020|pt|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carne vermelha, massas, queijos curados|seco
246. W|casanova|champagne grand cru extra brut blanc de noirs les petites vignes|fr|s|??|champagne|??|NV|12|grand cru|leve|aperitivos, frutos do mar, sushi|extra brut
247. W|casanova chianti|reserva|pt|r|??|??|??|NV|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
248. W|casanova chianti|reserva 2012 la spinetta|pt|r|??|??|??|2012|13.5|reserva|medio|carne vermelha, massas, queijos curados|seco
249. W|casanova condimento balsamico wei serie|6|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
250. W|casanova cuvee|extra dry 0|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
251. W|casanova cuvee|extra dry prosecco|it|s|??|??|??|NV|12|??|leve|aperitivos, frutos do mar, sushi|brut
252. W|casanova de neri|rosso di montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
253. W|casanova della spinetta chianti riserva|2018|pt|r|??|??|??|2018|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
254. W|casanova della spinetta chianti riserva|2021|pt|r|??|??|??|2021|13.5|riserva|medio|carne vermelha, massas, queijos curados|seco
255. W|casanova della spinetta il|nero sangiovese 2018|pt|r|sangiovese|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
256. W|casanova della spinetta il|rose di casanova 2024|pt|p|??|??|??|2024|12.5|??|leve|saladas, aves, queijos leves|seco
257. W|casanova della spinetta prugnolo gentile|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
258. W|casanova della spinetta|rosato 2025|pt|p|??|??|??|2025|12.5|??|leve|saladas, aves, queijos leves|seco
259. W|casanova della spinetta|rosato 2025|pt|p|??|??|??|2025|12.5|??|leve|saladas, aves, queijos leves|seco|=258
260. W|casanova della spinetta|rosato 2025|pt|p|??|??|??|2025|12.5|??|leve|saladas, aves, queijos leves|seco|=258
261. W|casanova della spinetta|rose|pt|p|??|??|??|NV|12.5|??|leve|saladas, aves, queijos leves|seco
262. W|casanova della spinetta|rose 2023|pt|p|??|??|??|2023|12.5|??|leve|saladas, aves, queijos leves|seco
263. W|casanova della spinetta toscana|rosso colorino 2020|pt|r|??|toscana|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
264. W|casanova della spinetta toscana|rosso colorino 2021|pt|r|??|toscana|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
265. W|casanova della spinetta toscana|rosso colorino 2021|pt|r|??|toscana|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=264
266. W|casanova della spinetta toscana|rosso colorino 2021|pt|r|??|toscana|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=264
267. W|casanova della spinetta toscana|sangiovese il nero di casanova 2021|pt|r|sangiovese|toscana|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
268. W|casanova della spinetta toscana|sangiovese il nero di casanova 2021|pt|r|sangiovese|toscana|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=267
269. W|casanova della spinetta toscana|sangiovese rosso sassontino 2006|pt|r|sangiovese|toscana|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
270. W|casanova della spinetta toscana|sangiovese rosso sassontino 2006|pt|r|sangiovese|toscana|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=269
271. W|casanova della spinetta toscana|sangiovese rosso sassontino 2007|pt|r|sangiovese|toscana|??|2007|13.5|??|medio|carne vermelha, massas, queijos curados|seco
272. W|casanova della spinetta toscana|sangiovese rosso sassontino 2007|pt|r|sangiovese|toscana|??|2007|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=271
273. W|casanova della spinetta toscana|sangiovese rosso sassontino 2008|pt|r|sangiovese|toscana|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco
274. W|casanova della spinetta toscana|sangiovese rosso sassontino 2008|pt|r|sangiovese|toscana|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=273
275. W|casanova della spinetta toscana|sangiovese rosso sassontino 2008|pt|r|sangiovese|toscana|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=273
276. W|casanova della spinetta toscana|sangiovese rosso sassontino 2011|pt|r|sangiovese|toscana|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco
277. W|casanova della spinetta toscana|sangiovese rosso sassontino 2011|pt|r|sangiovese|toscana|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=276
278. W|casanova della spinetta toscana|sangiovese rosso sezzana 2007|pt|r|sangiovese|toscana|??|2007|13.5|??|medio|carne vermelha, massas, queijos curados|seco
279. W|casanova della spinetta toscana|sangiovese rosso sezzana 2008|pt|r|sangiovese|toscana|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco
280. W|casanova della spinetta toscana|sangiovese rosso sezzana 2008|pt|r|sangiovese|toscana|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=279
281. W|casanova della spinetta toscana|sangiovese rosso sezzana 2011|pt|r|sangiovese|toscana|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco
282. W|casanova della spinetta toscana|sangiovese rosso sezzana 2011|pt|r|sangiovese|toscana|??|2011|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=281
283. W|casanova della spinetta toscana|sezzana|pt|r|??|toscana|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
284. W|casanova della spinetta toscana|vermentino 2025|pt|w|vermentino|toscana|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco
285. W|casanova della spinetta toscana|vermentino 2025|pt|w|vermentino|toscana|??|2025|12.5|??|leve|frutos do mar, peixes, saladas|seco|=284
286. W|casanova della spinetta|vermentino igt 2020 italy|pt|w|vermentino|??|??|2020|12.5|igt|leve|frutos do mar, peixes, saladas|seco
287. W|casanova di|neri|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
288. W|casanova di|neri|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=287
289. W|casanova di|neri|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=287
290. W|casanova di|neri|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=287
291. W|casanova di|neri|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=287
292. W|casanova di|neri|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=287
293. W|casanova di neri|2014 brunello di montalcino|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco
294. W|casanova di neri|2014 brunello di montalcino|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=293
295. W|casanova di neri|2014 brunello di montalcino|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=293
296. W|casanova di neri|2014 brunello di montalcino|pt|r|??|??|??|2014|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=293
297. W|casanova di neri|2015 brunello di montalcino|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
298. W|casanova di neri|2016 brunello di montalcino|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
299. W|casanova di neri|2016 tenuta nuova brunello di montalcino|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
300. W|casanova di neri|2018 brunello di montalcino|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
301. W|casanova di neri|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
302. W|casanova di neri|2019 brunello di montalcino|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
303. W|casanova di neri|2019 brunello di montalcino tenuta nuova|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
304. W|casanova di neri|2019 cerretalto brunello di montalcino|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
305. W|casanova di neri|2019 tenuta nuova brunello di montalcino|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
306. W|casanova di neri|2020 brunello di montalcino|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
307. W|casanova di neri|2020 brunello di montalcino 2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
308. W|casanova di neri|2020 giovanni neri|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
309. W|casanova di neri|2020 tenuta nuova brunello di montalcino 2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
310. W|casanova di neri|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
311. W|casanova di neri|2021 brunello di montalcino|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
312. W|casanova di neri|2021 pietradonice|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
313. W|casanova di neri|2022 irrosso toscana|pt|r|??|toscana|??|2022|13.5|??|medio|carne vermelha, massas, queijos curados|seco
314. W|casanova di neri|2022 rosso toscano igt|pt|r|??|??|??|2022|13.5|igt|medio|carne vermelha, massas, queijos curados|seco
315. W|casanova di neri|2023 irrosso|pt|r|??|??|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
316. W|casanova di neri|2023 toscana irrosso|pt|r|??|toscana|??|2023|13.5|??|medio|carne vermelha, massas, queijos curados|seco
317. W|casanova di neri brunello|1997|pt|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
318. W|casanova di neri brunello|2005|pt|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco
319. W|casanova di neri brunello|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
320. W|casanova di neri brunello cerretalto|2012|pt|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
321. W|casanova di neri brunello|d montalcino 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
322. W|casanova di neri brunello|d montalcino 2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=321
323. W|casanova di neri brunello di|montalcin|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
324. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
325. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
326. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
327. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
328. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
329. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
330. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
331. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
332. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
333. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
334. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
335. W|casanova di neri brunello di|montalcino|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=324
336. W|casanova di neri brunello di montalcino|1997|pt|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
337. W|casanova di neri brunello di montalcino|1997|pt|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=336
338. W|casanova di neri brunello di montalcino|1997|pt|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=336
339. W|casanova di neri brunello di montalcino|2001|pt|r|??|??|??|2001|13.5|??|medio|carne vermelha, massas, queijos curados|seco
340. W|casanova di neri brunello di montalcino|2005|pt|r|??|??|??|2005|13.5|??|medio|carne vermelha, massas, queijos curados|seco
341. W|casanova di neri brunello di montalcino|2007|pt|r|??|??|??|2007|13.5|??|medio|carne vermelha, massas, queijos curados|seco
342. W|casanova di neri brunello di montalcino|2010|pt|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
343. W|casanova di neri brunello di montalcino|2010|pt|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=342
344. W|casanova di neri brunello di montalcino|2012|pt|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
345. W|casanova di neri brunello di montalcino|2013|pt|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
346. W|casanova di neri brunello di montalcino|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
347. W|casanova di neri brunello di montalcino|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=346
348. W|casanova di neri brunello di montalcino|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=346
349. W|casanova di neri brunello di montalcino|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=346
350. W|casanova di neri brunello di montalcino|2016|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco
351. W|casanova di neri brunello di montalcino|2016|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=350
352. W|casanova di neri brunello di montalcino|2016|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=350
353. W|casanova di neri brunello di montalcino|2016|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=350
354. W|casanova di neri brunello di montalcino|2016|pt|r|??|??|??|2016|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=350
355. W|casanova di neri brunello di montalcino|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
356. W|casanova di neri brunello di montalcino|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=355
357. W|casanova di neri brunello di montalcino|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=355
358. W|casanova di neri brunello di montalcino|2017|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=355
359. W|casanova di neri brunello di montalcino|2017 red|pt|r|??|??|??|2017|13.5|??|medio|carne vermelha, massas, queijos curados|seco
360. W|casanova di neri brunello di montalcino|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
361. W|casanova di neri brunello di montalcino|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=360
362. W|casanova di neri brunello di montalcino|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=360
363. W|casanova di neri brunello di montalcino|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=360
364. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
365. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=364
366. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=364
367. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=364
368. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=364
369. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=364
370. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=364
371. W|casanova di neri brunello di montalcino|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=364
372. W|casanova di neri brunello di montalcino|2019 occ of 6 bottles|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
373. W|casanova di neri brunello di montalcino|2019 red dry 15 075|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
374. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco
375. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
376. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
377. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
378. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
379. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
380. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
381. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
382. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
383. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
384. W|casanova di neri brunello di montalcino|2020|pt|r|??|??|??|2020|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=374
385. W|casanova di neri brunello di montalcino|2020 docg|pt|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
386. W|casanova di neri brunello di montalcino|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco
387. W|casanova di neri brunello di montalcino|2021|pt|r|??|??|??|2021|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=386
388. W|casanova di neri brunello di montalcino brunello di montalcino|docg 2019 vino rosso|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
389. W|casanova di neri brunello di montalcino brunello di montalcino|docg 2020 vino rosso|pt|r|??|??|??|2020|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
390. W|casanova di neri brunello di montalcino|cerretalto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
391. W|casanova di neri brunello di montalcino|cerretalto|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=390
392. W|casanova di neri brunello di montalcino cerretalto|1997|pt|r|??|??|??|1997|13.5|??|medio|carne vermelha, massas, queijos curados|seco
393. W|casanova di neri brunello di montalcino cerretalto|2004 magnum cassa in legno|pt|r|??|??|??|2004|13.5|??|medio|carne vermelha, massas, queijos curados|seco
394. W|casanova di neri brunello di montalcino cerretalto|2006|pt|r|??|??|??|2006|13.5|??|medio|carne vermelha, massas, queijos curados|seco
395. W|casanova di neri brunello di montalcino cerretalto|2008|pt|r|??|??|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco
396. W|casanova di neri brunello di montalcino cerretalto|2008 1|pt|r|??|??|??|2008|13.5|??|medio|carne vermelha, massas, queijos curados|seco
397. W|casanova di neri brunello di montalcino cerretalto|2010|pt|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco
398. W|casanova di neri brunello di montalcino cerretalto|2010|pt|r|??|??|??|2010|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=397
399. W|casanova di neri brunello di montalcino cerretalto|2012|pt|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
400. W|casanova di neri brunello di montalcino cerretalto|2012|pt|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=399
401. W|casanova di neri brunello di montalcino cerretalto|2012|pt|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=399
402. W|casanova di neri brunello di montalcino cerretalto|2012 doppia magnum cassa in legno|pt|r|??|??|??|2012|13.5|??|medio|carne vermelha, massas, queijos curados|seco
403. W|casanova di neri brunello di montalcino cerretalto|2013|pt|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
404. W|casanova di neri brunello di montalcino cerretalto|2013 doppia magnum cassa in legno|pt|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
405. W|casanova di neri brunello di montalcino cerretalto|2013 magnum cassa in legno|pt|r|??|??|??|2013|13.5|??|medio|carne vermelha, massas, queijos curados|seco
406. W|casanova di neri brunello di montalcino cerretalto|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
407. W|casanova di neri brunello di montalcino cerretalto|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=406
408. W|casanova di neri brunello di montalcino cerretalto|2015|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=406
409. W|casanova di neri brunello di montalcino cerretalto|2015 magnum cassa in legno|pt|r|??|??|??|2015|13.5|??|medio|carne vermelha, massas, queijos curados|seco
410. W|casanova di neri brunello di montalcino cerretalto|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco
411. W|casanova di neri brunello di montalcino cerretalto|2018|pt|r|??|??|??|2018|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=410
412. W|casanova di neri brunello di montalcino cerretalto|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco
413. W|casanova di neri brunello di montalcino cerretalto|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=412
414. W|casanova di neri brunello di montalcino cerretalto|2019|pt|r|??|??|??|2019|13.5|??|medio|carne vermelha, massas, queijos curados|seco|=412
415. W|casanova di neri brunello di montalcino cerretalto|2019 docg|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
416. W|casanova di neri brunello di montalcino cerretalto|2019 docg|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=415
417. W|casanova di neri brunello di montalcino cerretalto|docg|pt|r|??|??|??|NV|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
418. W|casanova di neri brunello di montalcino cerretalto|docg 2018|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
419. W|casanova di neri brunello di montalcino cerretalto|docg 2018|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=418
420. W|casanova di neri brunello di montalcino cerretalto|docg 2018|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=418
421. W|casanova di neri brunello di montalcino cerretalto|docg 2018 1|pt|r|??|??|??|2018|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
422. W|casanova di neri brunello di montalcino cerretalto|docg 2019|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
423. W|casanova di neri brunello di montalcino cerretalto|docg 2019|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco|=422
424. W|casanova di neri brunello di montalcino cerretalto|docg 2019 magnum 1 i owc|pt|r|??|??|??|2019|13.5|docg|medio|carne vermelha, massas, queijos curados|seco
425. W|casanova di neri brunello di montalcino cerretalto|wine|pt|r|??|??|??|NV|13.5|??|medio|carne vermelha, massas, queijos curados|seco
