W|green|spot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenburry|1644ads25|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenbush|party wolf|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenbush|sunspot|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greench|trojka pfefferminz|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenclean|professional noudepesutabletid 5in1 60 tk|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greencolor|pflegespulung|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenday|crispy durian 10g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenday|crispy grape 18g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenday|crispy mango 9g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenday|giant crispy grape 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenday|giant crispy peach 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenday|giant crispy strawberry 150g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenday|kids crispy strawberry small 9g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greene|king abbot english bitter|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greene|king great british ales 6|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
X
W|greene|king reserve|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|greenery|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|greenery|dinner buffet friday to sunday public holiday|??|r|??|??|??|2026|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|dinner buffet 2026monday to thursday|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|easter dinner buffet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|easter late lunch buffet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|easter lunch buffet|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|late lunch buffet|??|r|??|??|??|2026|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|lunch buffet 2026monday to friday|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenery|lunch buffet 2026saturday sunday public holiday|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenex|all purpose cleaner antibac cool menthol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenex|all purpose cleaner antibac cool menthol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=309
W|greenex|all purpose cleaner with bleach lemon power|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenex|all purpose cleaner with bleach original|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenex|multisurface cleaner cool menthol|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenfelds|chopped liver 100g small|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenfelds|chopped liver 190g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenfelds|kishka|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenfield|greenfield|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenfield|golden ceylon 100 2|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenfields|organic chenin blanc|??|w|chenin blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenfields|organic pinotage|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengate|klart vinglas stor beskarning|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|filter tips 50buccutie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|filtre biodegradabile 20buccut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|grinder 4 parti 30 mm gri|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|grinder 4 parti 30 mm verde|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|grinder eco 50 mm 16buccut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|king size slim 2 in 1 24buccutie|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|pachet 3 in 1 kss filter 22buccut|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greengo|tava pentru rulat eco|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhill|fruit farm wexford raspberries 125g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhill|fruit farm wexford strawberries 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhill|winery blanc de blancs methode champenoise|??|s|??|??|??|2021|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|greenhook|ginsmiths|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
S
W|greenhough|apple valley nelson riesling|??|w|riesling|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|apple valley nelson riesling|??|w|riesling|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|apple valley nelson riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|apple valley riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|apple valley riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=338
W|greenhough|apple valley riesling|??|w|riesling|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|apple valley riesling|??|w|riesling|??|??|2024|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|applejack riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|applejack riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=342
W|greenhough|chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|hope pinot noir|??|r|pinot noir|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhough|hope vineyard chardonnay|??|w|chardonnay|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|hope vineyard chardonnay|??|w|chardonnay|??|??|2019|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|hope vineyard pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|hope vineyard pinot noir|??|r|pinot noir|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhough|hope vinyard pinot blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|hope vinyard pinot blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=350
W|greenhough|nelson chardonnay|??|w|chardonnay|??|??|2017|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|pinot blanc|??|w|??|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco|=353
W|greenhough|pinot blanc|??|w|??|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|river garden nelson sauvignon blanc|??|w|sauvignon blanc|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|river garden nelson sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|river garden nelson sauvignon blanc|??|w|sauvignon blanc|??|??|2023|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|river garden sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|river garden sauvignon blanc|??|w|sauvignon blanc|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco|=359
W|greenhough|road block nelson chardonnay|??|w|chardonnay|??|??|2018|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|road block nelson chardonnay|??|w|chardonnay|??|??|2020|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|road block nelson chardonnay|??|w|chardonnay|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|road block nelson chardonnay|??|w|chardonnay|??|??|2022|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|sauvignon blanc|??|w|sauvignon blanc|??|??|2021|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhough|stones throw nelson pinot noir|??|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhough|stones throw nelson pinot noir|??|r|pinot noir|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhough|stones throw nelson pinot noir|??|r|pinot noir|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhough|stones throw pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhough|stones throw pinot noir|??|r|pinot noir|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=370
W|greenhough|stones throw pinot noir new zealand|nz|r|pinot noir|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhouse|knight rose clarete|??|p|??|??|??|nv|12.5|??|leve|aperitivos, frutos do mar, saladas|seco
W|greenhouse|knight rouge shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhouse|knight straya cabernet shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenhouse|knight weisse riesling|??|w|riesling|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenhouse|zoldborso konzerv 400g 270g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenlanc|ice cap|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|frozen greenpeas 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|frozen sweetcorn 1kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|greenland|frozen sweetcorn 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|doce
W|greenland|halibut 200g frozen online exclusive|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|halibut 4 slices 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|halibut coldsmoked approx 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|halibut fillet 3 or 4 slices per pack 1 kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|halibut slice previously frozen 240g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|halibut slice previously frozen 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|kaszalo fumag keverek 25kg|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenland|prawns frozen 400g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenlife|cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenlife|coconut organic coconut sap aminos|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
X
W|greenlife|sauvignon blanc|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenlife|sauvignon blanc blush|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenlife|sauvignon blanc bubbles|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenlife|sauvignon blanc marlboro|??|w|sauvignon blanc|??|??|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenlife|sauvignon blanc western cape white dry 125 075|za|w|sauvignon blanc|western cape|western cape|nv|12.5|??|medio|peixes, frutos do mar, saladas|seco
W|greenmark|bio chia mag 100g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmark|bio popcorn 500g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmark|chia mag 200g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmax|lotus root powder 300g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|draaddoorstekers 4st|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|elastiek wit 20mm 24mtr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|garen polyester ecru 200mtr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|garen polyester lichtgrij 200m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|garen transparant 200mtr|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|klitteband zelfkleven wit 60cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|koordveter fijn zwart 120cm 1p|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|koordveters fijn bruin 90cm 2p|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|naaikit|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|naalden met draad assorti 10st|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|sportveters wit 120cm 1 paar|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|tornmesje groot 8cm|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenminds|zoomband instrijkb wit 20mm 7m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmix|buckwheat groats kernel quickboiling 800g|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmouse|hp zwart lightning data cable woven 1m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmouse|hp zwart lightning data cable woven 2m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmouse|hp zwart usbc data cable woven 1m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmouse|hp zwart usbc data cable woven 2m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmouse|hp zwart usbc to lightning data cable|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenmouse|hp zwart usbc to usbc data cable 1m|??|r|??|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek alices barossa valley shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek alices block shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek alices shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek alices shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=424
W|greenock|creek alices shiraz barossa valley|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek alices shiraz barossa valley|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek alices shiraz barossa valley|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block barossa valley shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block shiraz|??|r|shiraz|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block shiraz|??|r|shiraz|??|??|2001|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block shiraz barossa valley|??|r|shiraz|??|??|2015|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block shiraz barossa valley|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block shiraz barossa valley|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot block shiraz barossa valley|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek apricot shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek barossa valley grenache|??|r|grenache|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek barossa valley shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek barossa valley shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=439
W|greenock|creek barossa valley shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek barossa valley shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=441
W|greenock|creek barossa valley shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cabernet sauvignon|??|r|cabernet sauvignon|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cabernet sauvignon|??|r|cabernet sauvignon|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cabernet sauvignon|??|r|cabernet sauvignon|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cabernet sauvignon|??|r|cabernet sauvignon|??|??|2002|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cabernet sauvignon|??|r|cabernet sauvignon|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block barossa valley shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block shiraz barossa valley|??|r|shiraz|??|??|2017|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block shiraz barossa|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block shiraz barossa|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block shiraz barossa valley|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys block shiraz barossa valley|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek caseys shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cornerstone grenache|??|r|grenache|??|??|2005|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cornerstone grenache|??|r|grenache|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek cornerstore grenache|??|r|grenache|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek four cuttings shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek high ridge cabernet sauvignon barossa valley red dry 155 075|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek jaensch block shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek jaensch block shiraz barossa valley|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek jaensch block shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek marananga vineyard apricot block shiraz|??|r|shiraz|??|??|2022|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek marananga vineyard cornerstone grenache|??|r|grenache|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek marananga vineyard roennfeldt road cabernet sauvignon|??|r|cabernet sauvignon|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek marananga vineyard roennfeldt road shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek mataro|??|r|??|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek moppa grenache barossa valley|??|r|grenache|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek moppa vineyard barossa shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek moppa vineyard grenache|??|r|grenache|??|??|2024|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road cabernet sauvignon|??|r|cabernet sauvignon|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road shiraz|??|r|shiraz|??|??|1995|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road shiraz|??|r|shiraz|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road shiraz|??|r|shiraz|??|??|2003|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road shiraz|??|r|shiraz|??|??|2013|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road shiraz|??|r|shiraz|??|??|2018|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek roennfeldt road shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seppeltsfield alices shiraz|??|r|shiraz|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seppeltsfield cabernet sauvignon|??|r|cabernet sauvignon|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seppeltsfield caseys block shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seppeltsfield creek block shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seppeltsfield mataro|??|r|??|??|??|2023|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seppeltsfield seven acre shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|1998|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|2004|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|2006|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|2012|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek seven acre shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco|=494
W|greenock|creek shiraz|??|r|shiraz|??|??|nv|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek shiraz|??|r|shiraz|??|??|2020|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek shiraz|??|r|shiraz|??|??|2021|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek shiraz roennfeldt road|??|r|shiraz|??|??|1996|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek shiraz roennfeldt road|??|r|shiraz|??|??|1997|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek shiraz stone block|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
W|greenock|creek sparkling shiraz|??|s|shiraz|??|??|2019|12|??|leve|aperitivos, frutos do mar, canapes|seco
W|greenock|creek stone block shiraz|??|r|shiraz|??|??|2019|13.5|??|encorpado|carnes vermelhas, massas, queijos|seco
